Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2009,0.00,16331667.16,0.00,16281552.00,25 B,5 B,30 B,(49 B),(6 B)
12M 2010,0.00,890446.40,0.00,888780.26,10 B,11 B,22 B,(165 B),82 B
12M 2011,0.00,1009369.66,0.00,1008613.48,12 B,311 B,323 B,(208 B),(109 B)
12M 2012,3.09,411.28,3.09,411.16,472 B,2 B,474 B,123 B,(329 B)
12M 2013,1.17,632.59,1.21,611.24,419 B,263 B,681 B,(91 B),(186 B)
12M 2014,1.34,686.56,1.38,664.77,81 B,711 B,792 B,197 B,272 B
12M 2015,0.81,833.59,0.84,809.44,245 B,663 B,908 B,280 B,380 B
12M 2016,1.55,801.10,1.60,777.57,514 B,367 B,880 B,375 B,(32 B)
12M 2017,2.12,978.74,2.17,955.02,146 B,"1,202 B","1,348 B",563 B,468 B
12M 2018,1.23,1317.87,1.33,1214.02,280 B,"2,005 B","2,286 B","1,454 B",376 B
12M 2019,0.99,362.45,1.06,337.53,250 B,"3,341 B","3,591 B","3,300 B",(103 B)
12M 2020,1.27,410.15,1.36,383.05,689 B,"4,857 B","5,546 B","5,193 B",(363 B)
12M 2021,2.18,505.32,2.21,497.24,707 B,"4,926 B","5,634 B","4,651 B","1,270 B"
12M 2022,0.92,654.71,0.93,652.66,905 B,"4,829 B","5,734 B","4,092 B","2,017 B"
12M 2023,0.49,624.29,0.59,517.60,"1,154 B","5,082 B","6,235 B","5,459 B","1,382 B"
12M 2024,0.56,706.89,0.66,603.14,"1,062 B","4,507 B","5,568 B","4,472 B","1,579 B"
