Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2019,0.00 B,322857.15,0.00,0.00,15.52 B,3.83%,11.61%,49.47%,3.32
12M 2020,0.00 B,80426.27,0.00,0.00,8.44 B,1.05%,2.80%,11.93%,1.92
12M 2021,0.00 B,452613.07,0.00,0.00,13.58 B,4.61%,11.70%,16.94%,3.89
12M 2022,1.62 B,7.69,66.32,4.18,22.13 B,8.06%,12.75%,20.74%,9.28
12M 2023,1.66 B,1.16,49.14,0.67,10.58 B,1.01%,1.87%,6.32%,3.50
12M 2024,1.66 B,1.29,40.31,0.40,15.27 B,1.20%,2.03%,10.07%,2.81
