Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2021,1.0,1.0,1.71,3.2,0.0,0.0,1.47,0.53,2.2
12M 2022,1.2,1.2,1.07,2.39,0.0,0.0,0.87,0.45,1.39
12M 2023,1.03,1.03,0.9,2.15,0.0,0.0,0.74,0.42,1.15
12M 2024,1.58,1.58,0.77,1.98,0.0,0.0,0.52,0.39,0.98
