Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2021,"1,616 B","(1,007 B)",609 B,449987.56
12M 2022,"2,230 B","(1,669 B)",560 B,23.69
12M 2023,"1,656 B",(956 B),700 B,29.62
12M 2024,"2,532 B","(1,138 B)","1,394 B",58.96
