Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2016,(17 B),,(17 B),-422091.02
12M 2017,(148 B),(20 B),(169 B),-36.61
12M 2018,(22 B),(5 B),(27 B),-5.80
12M 2019,(225 B),(11 B),(236 B),-51.32
12M 2020,(647 B),(51 B),(698 B),-151.54
12M 2021,(399 B),(23 B),(422 B),-91.56
12M 2022,31 B,(80 B),(49 B),-10.60
12M 2023,(394 B),(56 B),(451 B),-97.83
12M 2024,(424 B),(189 B),(613 B),-133.03
