Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2021,19 B,(4 B),15 B,14907790.36
12M 2022,14 B,(7 B),7 B,1786976.99
12M 2023,14 B,(7 B),7 B,1632065.52
12M 2024,13 B,(7 B),6 B,14.78
