Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Umum Dan Administrasi,Beban Penjualan,Others,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Pendapatan Keuangan,Beban Keuangan,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Pajak Kini,Pajak Tangguhan,Others,Total Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2021,37853059931.000000,-14486176528.000000,23366883403.000000,-5080504233.000000,-2968488879.000000,-1931358761.000000,-180656593.000000,-5080504233.000000,18286379170.000000,473068579.000000,765892242.000000,-292823663.000000,,473068579.000000,18759447749.000000,-3452910136.000000,-4185855080.000000,1540000.000000,731404944.000000,-3452910136.000000,15306537613.000000,,15306537613.000000,15306537613.000000,15649225341.000000,-342687728.000000,15306537613.000000,15306537613.000000,15649225341.000000,-342687728.000000,15306537613.000000
12M 2022,38495534971.000000,-18802065300.000000,19693469671.000000,-6085227203.000000,-3238706777.000000,-2793373534.000000,-53146892.000000,-6085227203.000000,13608242468.000000,521418774.000000,1376434141.000000,-855015367.000000,,521418774.000000,14129661242.000000,-2505146040.000000,-3322475530.000000,578093.000000,816751397.000000,-2505146040.000000,11624515202.000000,-82919.000000,11624432283.000000,11624515202.000000,12384275971.000000,-759760769.000000,11624515202.000000,11624432283.000000,12384193052.000000,-759760769.000000,11624432283.000000
12M 2023,56930100939.000000,-34252740134.000000,22677360805.000000,-8487541660.000000,-4235086644.000000,-3843748620.000000,-408706396.000000,-8487541660.000000,14189819145.000000,567015011.000000,1829689726.000000,-1262674715.000000,,567015011.000000,14756834156.000000,-2849110833.000000,-3190446930.000000,4221274.000000,337114823.000000,-2849110833.000000,11907723323.000000,-1313358.000000,11906409965.000000,11907723325.000000,11973660556.000000,-65937231.000000,11907723325.000000,11906409965.000000,11972347197.000000,-65937232.000000,11906409965.000000
12M 2024,120626811471.000000,-62752328543.000000,57874482928.000000,-19694188305.000000,-11976062175.000000,-8271295055.000000,553168925.000000,-19694188305.000000,38180294623.000000,1346414647.000000,2756216923.000000,-1409802276.000000,,1346414647.000000,39526709270.000000,-9027896338.000000,-9033364010.000000,5467672.000000,,-9027896338.000000,30498812932.000000,2401720.000000,30501214652.000000,30498812932.000000,29425547989.000000,1073264943.000000,30498812932.000000,30501214652.000000,29427949709.000000,1073264943.000000,30501214652.000000
