Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Piutang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Piutang Lain-Lain,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Tetap,Aset Pajak Tangguhan,Aset Tak Berwujud,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Usaha,Utang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Utang Lain-Lain,Beban Akrual,Utang Pajak,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Lain-Lain,Utang Sewa Pembiayaan,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Sewa Pembiayaan,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Lain-Lain,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2017,,,813930398.000000,5676401998.000000,5139950000.000000,5021200000.000000,118750000.000000,5139950000.000000,2306739030.000000,13937021426.000000,,1491109713.000000,541086023.000000,,157600000.000000,2189795736.000000,16126817162.000000,,,8453717205.000000,5715942358.000000,,321199000.000000,701593330.000000,1022792330.000000,155321951.000000,1467873894.000000,,,91786672.000000,91786672.000000,,8453717205.000000,1957516970.000000,,15036000.000000,15036000.000000,,1942480970.000000,1957516970.000000,10411234175.000000,,12600000000.000000,90000000.000000,-7187362341.000000,-6034483.000000,218979811.000000,5715582987.000000,16126817162.000000,126000.000000
12M 2018,,,1020507480.000000,7829829404.000000,6199500.000000,,6199500.000000,6199500.000000,3110675445.000000,11967211829.000000,,11772194083.000000,394318833.000000,15627500000.000000,110000000.000000,27904012916.000000,39871224745.000000,,,694117482.000000,206136338.000000,,,592000.000000,592000.000000,122456441.000000,351189889.000000,,,13742814.000000,13742814.000000,,694117482.000000,1355412205.000000,,,,,1355412205.000000,1355412205.000000,2049529687.000000,,32500000000.000000,90000000.000000,-7093466516.000000,6094718.000000,12319066856.000000,37821695058.000000,39871224745.000000,175000000.000000
12M 2019,,,1964819288.000000,10052238201.000000,6250002.000000,,6250002.000000,6250002.000000,2139390670.000000,14162698161.000000,,8724537911.000000,493999016.000000,18100000000.000000,110000000.000000,27428536927.000000,41591235088.000000,,,1668955978.000000,81956788.000000,,,19760273.000000,19760273.000000,394126541.000000,1173112376.000000,,,,,,1668955978.000000,1975996067.000000,,,,,1975996067.000000,1975996067.000000,3644952045.000000,,32500000000.000000,90000000.000000,-6957753184.000000,10099265.000000,12303936962.000000,37946283043.000000,41591235088.000000,325000000.000000
12M 2020,,,10390481589.000000,7446475589.000000,,,,,4824296801.000000,22661253979.000000,,7332955597.000000,714187665.000000,15691250000.000000,300000000.000000,24038393262.000000,46699647241.000000,,,3051333971.000000,453558602.000000,,,,,939907510.000000,478609868.000000,,1175417177.000000,,1175417177.000000,3840814.000000,3051333971.000000,16175900393.000000,,,,12929592823.000000,3246307570.000000,16175900393.000000,19227234364.000000,,32500000000.000000,90000000.000000,-17150708941.000000,14930378.000000,12018191440.000000,27472412877.000000,46699647241.000000,1625000000.000000
12M 2021,,,4896974460.000000,2530608614.000000,,,,,770245197.000000,8197828271.000000,,13178331078.000000,1017833338.000000,11838750000.000000,200000000.000000,26234914416.000000,34432742687.000000,,,4500139872.000000,257893195.000000,,,,,1201925069.000000,1454876481.000000,,1585445127.000000,,1585445127.000000,,4500139872.000000,15458897183.000000,,,,11508147696.000000,3950749487.000000,15458897183.000000,19959037055.000000,,32500000000.000000,90000000.000000,-30245994335.000000,14381030.000000,12115318937.000000,14473705632.000000,34432742687.000000,1625000000.000000
12M 2022,,,2758136596.000000,3705643461.000000,,,,,474262343.000000,6938042400.000000,,8079748357.000000,782223237.000000,4881250000.000000,200000000.000000,13943221594.000000,20881263994.000000,,,9010372396.000000,615976277.000000,,2350000000.000000,325799131.000000,2675799131.000000,2231638515.000000,2613013889.000000,,873944584.000000,,873944584.000000,,9010372396.000000,15834359720.000000,,,,12672194444.000000,3162165276.000000,15834359720.000000,24844732116.000000,,32500000000.000000,90000000.000000,-48854572587.000000,14058890.000000,12287045575.000000,-3963468122.000000,20881263994.000000,1625000000.000000
12M 2023,,,4446158108.000000,4781569758.000000,,,,,1079408865.000000,10307136731.000000,,5749876143.000000,847879670.000000,1718750000.000000,200000000.000000,8516505813.000000,18823642544.000000,,,14985673406.000000,1188730784.000000,,,4259115700.000000,4259115700.000000,5429766430.000000,4047529289.000000,,,60531203.000000,60531203.000000,,14985673406.000000,11558875044.000000,,,,7708000000.000000,3850875044.000000,11558875044.000000,26544548450.000000,,32500000000.000000,90000000.000000,-52960350808.000000,14346307.000000,12353653769.000000,-8002350732.000000,18542197718.000000,1625000000.000000
12M 2024,,,6173147941.000000,6262277620.000000,,,,,1126322098.000000,13561747659.000000,,3097178035.000000,859243977.000000,137500000.000000,200000000.000000,4293922012.000000,17855669671.000000,,,13550834560.000000,188778425.000000,,,4868812378.000000,4868812378.000000,3993247086.000000,4432358314.000000,,,67638357.000000,67638357.000000,,13550834560.000000,10227833924.000000,,,,6397452946.000000,3830380978.000000,10227833924.000000,23778668484.000000,,32500000000.000000,90000000.000000,-51746214963.000000,15409110.000000,13004000571.000000,-6136805282.000000,17641863202.000000,1625000000.000000
