Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Piutang Lain-Lain,Aset Eksplorasi Dan Evaluasi,Aset Tetap,Properti Pertambangan,Aset Tak Berwujud,Goodwill,Aset Pajak Tangguhan,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Utang Lain-Lain,Beban Akrual,Utang Pajak,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank Jangka Panjang,Utang Obligasi,Utang Sukuk,Utang Lain-Lain,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Pajak Tangguhan,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank Jangka Panjang,Utang Obligasi,Utang Sukuk,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Liabilitas Derivatif,Utang Lain-Lain,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2021,,,119824883325.000000,68757459540.000000,68757459540.000000,,68757459540.000000,921954719.000000,50154719.000000,871800000.000000,921954719.000000,121264023871.000000,9823471806.000000,320591793261.000000,,,219866414618.000000,485560748098.000000,67473447797.000000,,,60677827293.000000,31568198142.000000,865146635948.000000,1185738429209.000000,,,471388755415.000000,,,128438555348.000000,,128438555348.000000,,98868596104.000000,1001000000.000000,99869596104.000000,98810614360.000000,6620607511.000000,,,,,137649382092.000000,,137649382092.000000,,471388755415.000000,1333216866.000000,,,,,,,,,,1333216866.000000,1333216866.000000,472721972281.000000,,1910378000000.000000,971820.000000,-1393274027448.000000,186645461353.000000,9266051205.000000,713016456930.000000,1185738429211.000000,1910378.000000
12M 2022,,,254738656853.000000,133838817485.000000,133838817485.000000,,133838817485.000000,60531820942.000000,658792762.000000,59873028180.000000,60531820942.000000,261027222422.000000,207487315106.000000,917623832808.000000,,,233028853798.000000,519647950538.000000,56159507924.000000,,,410474532.000000,14399359455.000000,823646146247.000000,1741269979055.000000,,,463995419688.000000,,,12546452329.000000,,12546452329.000000,,96689347780.000000,325000000.000000,97014347780.000000,232737422725.000000,121697196854.000000,,,,,,,,,463995419688.000000,1865793325.000000,,,,,,,,,,1865793325.000000,1865793325.000000,465861213013.000000,,1910378000000.000000,,-822378540386.000000,178168602582.000000,9240703846.000000,1275408766042.000000,1741269979055.000000,9551890000.000000
12M 2023,,,60919000.000000,1583000.000000,1583000.000000,,1583000.000000,101000.000000,101000.000000,,101000.000000,39227000.000000,63213000.000000,165043000.000000,,,17208000.000000,36928000.000000,7014000.000000,,,122000.000000,3747000.000000,65019000.000000,230062000.000000,,,47294000.000000,12811000.000000,,8725000.000000,,8725000.000000,,6302000.000000,,6302000.000000,18605000.000000,851000.000000,,,,,,,,,47294000.000000,62066000.000000,,,61162000.000000,,,,61162000.000000,740000.000000,,164000.000000,62066000.000000,109360000.000000,,164392000.000000,1689000.000000,-36657000.000000,11987000.000000,-20709000.000000,120702000.000000,230062000.000000,11241890000.000000
12M 2024,,,272991000.000000,192224000.000000,163218000.000000,29006000.000000,192224000.000000,22975000.000000,22879000.000000,96000.000000,22975000.000000,69212000.000000,120289000.000000,677691000.000000,,13275000.000000,53701000.000000,471206000.000000,358505000.000000,119421000.000000,19768000.000000,397000.000000,63832000.000000,1100105000.000000,1777796000.000000,,,347193000.000000,58716000.000000,,130977000.000000,212000.000000,131189000.000000,,1002000.000000,21000.000000,1023000.000000,71855000.000000,4212000.000000,,44517000.000000,3175000.000000,2172000.000000,,8622000.000000,58486000.000000,21712000.000000,347193000.000000,864704000.000000,124025000.000000,,598552000.000000,58396000.000000,28554000.000000,13670000.000000,699172000.000000,1380000.000000,,40127000.000000,864704000.000000,1211897000.000000,,164392000.000000,1689000.000000,124128000.000000,259748000.000000,15942000.000000,565899000.000000,1777796000.000000,11241890000.000000
