Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2019,26 B,(74 B),(48 B),-3097882.17
12M 2020,9 B,(2 B),6 B,403942.81
12M 2021,31 B,(29 B),2 B,134273.45
12M 2022,45 B,(12 B),33 B,20.54
12M 2023,40 B,(19 B),22 B,9.94
12M 2024,19 B,(17 B),2 B,0.58
