Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Tetap,Piutang Pihak Berelasi,Aset Pajak Tangguhan,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Lain-Lain,Pihak Ketiga,Total Utang Lain-Lain,Beban Akrual,Utang Pajak,Utang Sewa Pembiayaan,Utang Pembiayaan Konsumen,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank Jangka Panjang,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank Jangka Panjang,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Pembiayaan Konsumen,Utang Jangka Panjang Dari Pihak Berelasi,Utang Sewa Pembiayaan,Liabilitas Pajak Tangguhan,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2019,,,3959867692.000000,14875859500.000000,14875859500.000000,,14875859500.000000,159636610.000000,159636610.000000,,159636610.000000,4735696518.000000,2609253067.000000,26340313387.000000,,174192120112.000000,12140000000.000000,78871028.000000,12209145383.000000,198620136523.000000,224960449910.000000,,,74454502058.000000,46907695626.000000,,16146699171.000000,,16146699171.000000,,1125810560.000000,1125810560.000000,766717600.000000,1475173101.000000,6830906000.000000,,,1201500000.000000,1201500000.000000,,74454502058.000000,100180482188.000000,,10166257642.000000,10166257642.000000,,,89344455116.000000,,669769430.000000,100180482188.000000,174634984246.000000,,15610000000.000000,,35109297518.000000,,35109297518.000000,35109297518.000000,-194011854.000000,50525285664.000000,225160269910.000000,15610.000000
12M 2020,,,1415002949.000000,20770366866.000000,20770366866.000000,,20770366866.000000,1035243179.000000,1035243179.000000,,1035243179.000000,5593690611.000000,3949817268.000000,32764120873.000000,,150345581379.000000,8990000000.000000,171247491.000000,11760776425.000000,171267605295.000000,204031726168.000000,,,66710473110.000000,36960616075.000000,,14731025726.000000,,14731025726.000000,,,,444279259.000000,931733073.000000,11241318977.000000,,,2401500000.000000,2401500000.000000,,66710473110.000000,78740110618.000000,,61768736585.000000,61768736585.000000,,,15806680793.000000,,1164693240.000000,78740110618.000000,145450583728.000000,,15610000000.000000,,43302169518.000000,,43302169518.000000,43302169518.000000,-331027378.000000,58581142140.000000,204031725868.000000,15610.000000
12M 2021,,,5283792290.000000,22829409698.000000,22829409698.000000,,22829409698.000000,847699868.000000,847699868.000000,,847699868.000000,10946501783.000000,3121652386.000000,43029056025.000000,,164768074736.000000,6940000000.000000,286339486.000000,11312389465.000000,183306803687.000000,226335859712.000000,,,75085875024.000000,29084811682.000000,,31456266579.000000,,31456266579.000000,,,,184816046.000000,1350738638.000000,9632742079.000000,,,3376500000.000000,3376500000.000000,,75085875024.000000,82821520256.000000,,74809977244.000000,74809977244.000000,,,6704639728.000000,,1306903284.000000,82821520256.000000,157907395280.000000,,15610000000.000000,,53139892931.000000,,53139892931.000000,53139892931.000000,-321428400.000000,68428464531.000000,226335859811.000000,15610.000000
12M 2022,,,8435353559.000000,25414506856.000000,6344902990.000000,19069603866.000000,25414506856.000000,263737240.000000,263737240.000000,,263737240.000000,6574519808.000000,39116000222.000000,79804117685.000000,,148487836731.000000,,303594007.000000,4875042815.000000,153666473553.000000,233470591238.000000,,,56238942605.000000,20269679499.000000,,10626284806.000000,989735483.000000,11616020289.000000,,141025009.000000,141025009.000000,81655174.000000,1181305223.000000,7948479460.000000,,,15000777951.000000,15000777951.000000,,56238942605.000000,64646070845.000000,,54510720463.000000,54510720463.000000,,5135373624.000000,4316550574.000000,,683426184.000000,64646070845.000000,120885013450.000000,,65000000000.000000,9048324370.000000,38760005598.000000,4139892931.000000,34620112667.000000,38760005598.000000,-222752180.000000,112585577788.000000,233470591238.000000,1625000000.000000
12M 2023,,,15916499451.000000,37793415706.000000,6010635228.000000,31782780478.000000,37793415706.000000,188615820.000000,188615820.000000,,188615820.000000,14838884553.000000,90169642972.000000,158907058502.000000,,187975894822.000000,,271199200.000000,13016059302.000000,201263153324.000000,360170211826.000000,,,89522708809.000000,17096307876.000000,,20406050066.000000,12569865069.000000,32975915135.000000,,,,477526314.000000,958444895.000000,4038861396.000000,20178434356.000000,,13797218837.000000,13797218837.000000,,89522708809.000000,58537271059.000000,,36776853936.000000,36776853936.000000,20268010436.000000,30475800.000000,209295348.000000,,1252635539.000000,58537271059.000000,148059979868.000000,,86600000000.000000,61674386020.000000,63934851301.000000,4139892931.000000,59794958370.000000,63934851301.000000,-99005363.000000,212110231958.000000,360170211826.000000,2165000000.000000
12M 2024,,,6948870438.000000,52022374065.000000,17519903739.000000,34502470326.000000,52022374065.000000,400755820.000000,302755820.000000,98000000.000000,400755820.000000,8690079817.000000,82936384540.000000,150998464680.000000,,225082469339.000000,,499484407.000000,15195922882.000000,240777876628.000000,391776341308.000000,,,98216458365.000000,18644754560.000000,,21268535451.000000,689954892.000000,21958490343.000000,,2030336634.000000,2030336634.000000,567462063.000000,1364977984.000000,209295348.000000,35907929002.000000,,17533212431.000000,17533212431.000000,,98216458365.000000,62496680426.000000,,41346183697.000000,41346183697.000000,9810638224.000000,9069474836.000000,,,2270383669.000000,62496680426.000000,160713138791.000000,,145776639000.000000,9714386020.000000,75286227506.000000,6139892931.000000,69146334575.000000,75286227506.000000,285949991.000000,231063202517.000000,391776341308.000000,3644415975.000000
