Period,Arus Kas Dari Aktivitas Operasi,Penerimaan Kas Dari Pelanggan,Pembayaran Kas Kepada:,Karyawan,Pemasok,Total Pembayaran Kas Kepada:,Penerimaan Kas Lainnya Dari Aktivitas Operasi,Pembayaran Kas Untuk Operasional Dan Lainnya,Penerimaan Bunga,Penerimaan Lainnya,Pembayaran Kas Untuk:,Beban Bunga,Pajak,Total Pembayaran Kas Untuk:,Total Arus Kas Dari Aktivitas Operasi,Arus Kas Dari Aktivitas Investasi,Penerimaan Pelepasan Saham Perusahaan Asosiasi,Hasil Penjualan Aset Tetap,Pencairan Aset Keuangan Lancar Lainnya,Penempatan Jaminan Reklamasi,Uang Muka Untuk Perolehan Aset Tetap,Hasil Penjualan Entitas Anak,Penurunan Kas Atas Transaksi Penjualan Entitas Anak,Kehilangan Kas Dari Transaksi Pelepasan Entitas Sepengendali,Perolehan Aset Tetap,Penempatan Aset Keuangan Lainnya,Adjustment,Total Arus Kas Dari Aktivitas Investasi,Arus Kas Dari Aktivitas Pendanaan,Modal Disetor,Pembayaran Biaya Emisi Saham,Kenaikan (Penurunan) Utang Lain-Lain Pihak Berelasi,Dividen,Setoran Modal Kepentingan Non-Pengendali Entitas Anak,Penerimaan Atas Penerbitan Anak Saham Perusahaan,Penerimaan Piutang Pihak Berelasi,Pembayaran Utang Pembiayaan Konsumen,Penerimaan Pinjaman Dari Pihak Berelasi,Pembayaran Liabilitas Sewa,Penerimaan Utang Bank,Pembayaran Utang Bank,Kepentingan Non Pengendali Pada Entitas Anak,Adjustment,Total Arus Kas Dari Aktivitas Pendanaan,Kenaikan (Penurunan) Bersih Kas Dan Setara Kas,Kas Dan Setara Kas Awal Periode,Efek Pelepasan Anak,Total Kas Dan Setara Kas Awal Periode,Kas Dan Setara Kas Akhir Periode
12M 2019,25564486434.000000,144555828071.000000,,-11303832993.000000,-88066899596.000000,-99370732589.000000,,-7161142087.000000,13023833.000000,349578029.000000,,-11332505586.000000,-1489563237.000000,-12822068823.000000,25564486434.000000,-69719956139.000000,,5167083454.000000,,-964612524.000000,-28264930.000000,,,,-73894162139.000000,,,-69719956139.000000,46050809208.000000,,,,,,,-1168000000.000000,,,,65756662492.000000,-18371996248.000000,-165857036.000000,,46050809208.000000,1895339503.000000,2064548187.000000,,2064548187.000000,3959887690.000000
12M 2020,8659954504.000000,143207428634.000000,,-12800772750.000000,-92839387052.000000,-105640159802.000000,,-17734586208.000000,9859831.000000,1222652885.000000,,-10741091959.000000,-1664148877.000000,-12405240836.000000,8659954504.000000,11854138231.000000,,14208545452.000000,,,-1235854940.000000,,,,-1118552281.000000,,,11854138231.000000,-23058977478.000000,,,,,,,3150000000.000000,,,-68927361346.000000,52802478943.000000,-9947079551.000000,-137015524.000000,,-23058977478.000000,-2544884743.000000,3959887692.000000,,3959887692.000000,1415002949.000000
12M 2021,30728838446.000000,158195826286.000000,,-11615449369.000000,-95115303969.000000,-106730753338.000000,,-8901422825.000000,10090563.000000,851619776.000000,,-11053638322.000000,-1642883694.000000,-12696522016.000000,30728838446.000000,-14135829924.000000,,14497000000.000000,,,,,,,-28632829924.000000,,,-14135829924.000000,-12724219181.000000,,,,,,,2050000000.000000,,,-20924254326.000000,14016240659.000000,-7875804393.000000,9598879.000000,,-12724219181.000000,3868789341.000000,1415002949.000000,,1415002949.000000,5283792290.000000
12M 2022,45113223922.000000,171137388458.000000,,,-115196477751.000000,-115196477751.000000,,,25777893.000000,2104014710.000000,,-9813888494.000000,-3143590894.000000,-12957479388.000000,45113223922.000000,-17777041951.000000,,3014043014.000000,,-105211110.000000,-2846521500.000000,25509000000.000000,-1505788971.000000,,-8892563384.000000,-32950000000.000000,,-17777041951.000000,-24184620702.000000,390000000.000000,,5135373625.000000,,,,6940000000.000000,-103504000.000000,,-19159883314.000000,51167825925.000000,-68554432938.000000,,,-24184620702.000000,3151561269.000000,5283792290.000000,,5283792290.000000,8435353559.000000
12M 2023,40214738921.000000,152763446309.000000,,,-102295824243.000000,-102295824243.000000,,,961839134.000000,-149344984.000000,,-10766616734.000000,-298760561.000000,-11065377295.000000,40214738921.000000,-65103708382.000000,,3650855860.000000,,,-5692970572.000000,,,,-13011593670.000000,-50050000000.000000,,-65103708382.000000,32370115353.000000,74226061650.000000,,-5104897824.000000,,,,,-5723555208.000000,,-8916696001.000000,119887789432.000000,-141998586696.000000,,,32370115353.000000,7481145892.000000,8435353559.000000,,8435353559.000000,15916499451.000000
12M 2024,19256898214.000000,173562922788.000000,,,-145655248148.000000,-145655248148.000000,,,3015768817.000000,1688826336.000000,,-11494551777.000000,-1860819802.000000,-13355371579.000000,19256898214.000000,-3242099340.000000,,6860359363.000000,,,-2063108825.000000,,,,-15084182770.000000,7044832892.000000,,-3242099340.000000,-24982427887.000000,,,8940999036.000000,-5412500000.000000,100000000.000000,,,-34425835566.000000,,-4038861396.000000,149980654860.000000,-140126884821.000000,,,-24982427887.000000,-8967629013.000000,15916499451.000000,,15916499451.000000,6948870438.000000
