Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Piutang Lain-Lain,Persediaan,Adjustment,Others,Total Aset Lancar,Aset Tidak Lancar,Piutang Pihak Berelasi,Aset Tetap,Aset Pajak Tangguhan,Aset Tak Berwujud,Goodwill,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Utang Lain-Lain,Utang Pajak,Utang Pembiayaan,Beban Akrual,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Pajak Tangguhan,Adjustment,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Kepentingan Non Pengendali,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2018,,,44752309582.000000,56437438370.000000,1244508110.000000,,,38916139200.000000,141350395262.000000,,,27131826939.000000,82775563.000000,,,2081996800.000000,29296599302.000000,170646994564.000000,,,59545663239.000000,,34282878826.000000,,,34282878826.000000,485331455.000000,,,485331455.000000,9874689594.000000,124906586.000000,14777856778.000000,,59545663239.000000,7304492987.000000,,,7304492987.000000,7304492987.000000,66850156226.000000,,120000000000.000000,761564280.000000,-16964725942.000000,,103796838338.000000,170646994564.000000,1200000000.000000
12M 2019,,,6211077597.000000,141826395769.000000,13460893652.000000,1173995497.000000,,115097260419.000000,277769622934.000000,,,26353289172.000000,1007298027.000000,17474168543.000000,,77697298923.000000,122532054665.000000,400301677599.000000,,,79514434894.000000,16447573218.000000,30808993545.000000,,,30808993545.000000,6778053097.000000,,,6778053097.000000,18441726877.000000,151040104.000000,6672048053.000000,215000000.000000,79514434894.000000,4360439081.000000,,,4360439081.000000,4360439081.000000,83874873975.000000,,180000000000.000000,150880124280.000000,-10675935318.000000,-3777385338.000000,316426803624.000000,400301677599.000000,1800000000.000000
12M 2020,,,95256726.000000,34346182087.000000,29844805291.000000,,,92264338700.000000,156550582804.000000,,,20525876577.000000,357169038.000000,144731390721.000000,,1385072600.000000,166999508936.000000,323550091740.000000,,,47246559048.000000,,20236803400.000000,,,20236803400.000000,2290161651.000000,,,2290161651.000000,17724523677.000000,,6995070320.000000,,47246559048.000000,1214387336.000000,,,1214387336.000000,1214387336.000000,48460946384.000000,,180000000000.000000,150880124280.000000,-50348914827.000000,-5442064097.000000,275089145356.000000,323550091740.000000,1800000000.000000
12M 2021,,,20715571.000000,,,,,20356878271.000000,20377593842.000000,,,16526234112.000000,327951031.000000,19230452540.000000,,764139400.000000,36848777083.000000,57226370925.000000,,,42744284614.000000,,20236803400.000000,,,20236803400.000000,2143005287.000000,,,2143005287.000000,17975405607.000000,,2389070320.000000,,42744284614.000000,1490686509.000000,,,1490686509.000000,1490686509.000000,44234971123.000000,,180000000000.000000,150880124280.000000,-301987328873.000000,-6165783968.000000,22727011439.000000,66961982562.000000,1800000000.000000
12M 2022,,,152571541.000000,1332444000.000000,,,,13534858317.000000,15019873858.000000,,,12618149949.000000,132639059.000000,6408286974.000000,,168849400.000000,19327925382.000000,34347799240.000000,,,46194856164.000000,,20298895261.000000,,,20298895261.000000,,2226485371.000000,518379418.000000,2744864789.000000,18305015822.000000,,4846080292.000000,,46194856164.000000,602904819.000000,,,602904819.000000,602904819.000000,46797760983.000000,,180000000000.000000,150880124280.000000,-336151947200.000000,-6165794168.000000,-11437617088.000000,35360143895.000000,1800000000.000000
12M 2023,,,321405269.000000,3417730000.000000,,,,8986845015.000000,12725980284.000000,,,1662173555.000000,,111780000.000000,,,1773953555.000000,14499933839.000000,,,57272052458.000000,,20234836010.000000,,,20234836010.000000,,2114705371.000000,10455976353.000000,12570681724.000000,18832314889.000000,,5142533394.000000,491686441.000000,57272052458.000000,74486813.000000,662741.000000,,73824072.000000,74486813.000000,57346539271.000000,,180000000000.000000,150880124280.000000,-366528815589.000000,-6266769468.000000,-41915460777.000000,15431078494.000000,1800000000.000000
12M 2024,,,141877209.000000,,,,,9776193051.000000,9918070260.000000,,,2510830402.000000,,111780000.000000,,,2622610402.000000,12540680662.000000,,,65063656907.000000,,22015214622.000000,,,22015214622.000000,,3535210597.000000,14294601480.000000,17829812077.000000,18508361729.000000,,6563538616.000000,146729863.000000,65063656907.000000,1352512474.000000,1087474.000000,,1351425000.000000,1352512474.000000,66416169381.000000,,180000000000.000000,150880124280.000000,-381025729544.000000,,-50145605264.000000,16270564117.000000,1800000000.000000
