Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2018,(28 B),(28 B),(56 B),-46.47
12M 2019,(168 B),(12 B),(180 B),-99.91
12M 2020,47 B,(6 B),41 B,22.72
12M 2021,(0 B),,(0 B),-0.04
12M 2022,(0 B),,(0 B),-0.04
12M 2023,(3 B),(0 B),(3 B),-1.63
12M 2024,(4 B),(0 B),(4 B),-1.96
