Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2020,32.79 B,38.37,0.00,0.00,"6,050.70 B",1.87%,4.29%,12.39%,2.17
12M 2021,32.79 B,138.36,0.00,0.00,"9,914.90 B",6.11%,13.14%,12.34%,4.66
12M 2022,65.59 B,248.01,0.00,0.00,"25,111.92 B",16.05%,29.56%,28.50%,10.73
12M 2023,72.52 B,53.04,123.49,15.31,"14,457.88 B",2.74%,5.48%,10.57%,3.94
12M 2024,72.52 B,139.20,60.88,14.56,"22,740.57 B",5.62%,12.11%,12.96%,4.18
