Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2020,"(4,840 B)","(1,510 B)","(6,351 B)",-193.65
12M 2021,"4,192 B","(2,211 B)","1,982 B",60.44
12M 2022,"15,444 B","(10,794 B)","4,650 B",70.90
12M 2023,"(1,871 B)","(23,461 B)","(25,333 B)",-349.33
12M 2024,"2,451 B","(28,950 B)","(26,499 B)",-365.41
