Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2020,0.00,895.35,0.00,874.83,"2,286 B","24,667 B","26,953 B","20,528 B","12,142 B"
12M 2021,0.00,1053.01,0.00,1032.24,"4,315 B","22,256 B","26,571 B","18,607 B","12,031 B"
12M 2022,0.00,838.88,0.00,827.54,"1,622 B","26,600 B","28,222 B","15,471 B","20,879 B"
12M 2023,6.76,968.68,6.83,958.52,"3,475 B","46,637 B","50,112 B","31,144 B","27,486 B"
12M 2024,7.37,1149.61,7.44,1138.98,"7,790 B","62,471 B","70,260 B","58,074 B","19,162 B"
