Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2017,4 B,(25 B),(21 B),-73.77
12M 2018,2 B,(33 B),(31 B),-71.50
12M 2019,5 B,(2 B),3 B,6.84
12M 2020,6 B,(1 B),5 B,12.19
12M 2021,5 B,(3 B),2 B,4.47
12M 2022,2 B,(5 B),(3 B),-6.24
12M 2023,4 B,(0 B),4 B,8.20
12M 2024,1 B,0 B,2 B,3.84
