Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2017,0.95,0.93,0.21,1.39,0.0,0.0,0.2,0.15,0.39
12M 2018,1.11,1.1,0.23,1.3,0.0,0.0,0.2,0.18,0.3
12M 2019,1.13,1.13,0.27,1.36,0.0,0.0,0.25,0.2,0.36
12M 2020,0.66,0.66,0.24,1.36,0.0,0.0,0.21,0.18,0.36
12M 2021,0.65,0.64,0.18,1.31,0.0,0.0,0.17,0.14,0.31
12M 2022,0.82,0.82,0.16,1.3,0.0,0.0,0.14,0.12,0.3
12M 2023,1.17,1.16,0.12,1.28,0.0,0.0,0.1,0.09,0.28
12M 2024,1.44,1.43,0.12,1.25,0.0,0.0,0.08,0.09,0.25
