Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Berelasi,Pihak Ketiga,Total Piutang Usaha,Piutang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Tetap,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Utang Lain-Lain,Utang Pajak,Beban Akrual,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Sewa Pembiayaan,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Pajak Tangguhan,Utang Sewa Pembiayaan,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2017,,,631843034.000000,6333044568.000000,6333044568.000000,,6333044568.000000,312431960.000000,,312431960.000000,312431960.000000,279673100.000000,5238225509.000000,12795218171.000000,,25486304499.000000,20444035028.000000,45930339527.000000,58725557698.000000,,,13459048631.000000,8176992699.000000,,1444675047.000000,176997235.000000,1621672282.000000,,73630667.000000,125456900.000000,199087567.000000,489723533.000000,2138718790.000000,,832853760.000000,,832853760.000000,13459048631.000000,3011235761.000000,1246242736.000000,,1764993025.000000,3011235761.000000,16470284392.000000,,28500000000.000000,442407591.000000,10219807188.000000,,3093058527.000000,10219807188.000000,,39162214779.000000,55632499171.000000,285000000.000000
12M 2018,,,1992135189.000000,8339348942.000000,8339348942.000000,,8339348942.000000,718602143.000000,,718602143.000000,718602143.000000,96945000.000000,359493569.000000,11506524843.000000,,63941641194.000000,18944000000.000000,82885641194.000000,94392166037.000000,,,10368246046.000000,4236490036.000000,,1158355705.000000,48610008.000000,1206965713.000000,,228088405.000000,1000000.000000,229088405.000000,155000279.000000,568292990.000000,,3972408623.000000,,3972408623.000000,10368246046.000000,11420015420.000000,1218332601.000000,8625873507.000000,1575809312.000000,11420015420.000000,21788261466.000000,,43500000000.000000,17234537682.000000,11868366889.000000,,1000000.000000,11868366889.000000,,72602904571.000000,94391166037.000000,435000000.000000
12M 2019,,,1747024623.000000,12424057683.000000,12424057683.000000,,12424057683.000000,179955628.000000,,179955628.000000,179955628.000000,92095000.000000,1876910312.000000,16320043246.000000,,69654455958.000000,12916464668.000000,82570920626.000000,98890963872.000000,,,14420323854.000000,6410369552.000000,,610781960.000000,99545288.000000,710327248.000000,,355857180.000000,377255185.000000,733112365.000000,167798196.000000,229192374.000000,,6169524119.000000,,6169524119.000000,14420323854.000000,11495914124.000000,1433358750.000000,7366371620.000000,2696183754.000000,11495914124.000000,25916237978.000000,,43500000000.000000,17234537682.000000,12239188212.000000,,1000000.000000,12239188212.000000,,72973725894.000000,98889963872.000000,435000000.000000
12M 2020,,,1736720140.000000,8656652795.000000,8656652795.000000,,8656652795.000000,142020625.000000,,142020625.000000,142020625.000000,8940000.000000,406038983.000000,10950372543.000000,,64366723425.000000,10824648002.000000,75191371427.000000,86141743970.000000,,,16591014668.000000,7967485913.000000,,856063265.000000,,856063265.000000,,770628782.000000,321554815.000000,1092183597.000000,38085793.000000,417493254.000000,,6219702846.000000,,6219702846.000000,16591014668.000000,6059474240.000000,1669464726.000000,1146668774.000000,3243340740.000000,6059474240.000000,22650488908.000000,,43500000000.000000,17234537682.000000,2755717380.000000,,1000000.000000,2755717380.000000,,63490255062.000000,86140743970.000000,435000000.000000
12M 2021,,,996983206.000000,5740997304.000000,5740997304.000000,,5740997304.000000,204774625.000000,,204774625.000000,204774625.000000,45405000.000000,327553393.000000,7315713528.000000,,61854583104.000000,7570648002.000000,69425231106.000000,76740944634.000000,,,11305872300.000000,7888453196.000000,,358029300.000000,,358029300.000000,,436389475.000000,330000000.000000,766389475.000000,45654344.000000,274556573.000000,,1972789412.000000,,1972789412.000000,11305872300.000000,6757818566.000000,2233092328.000000,935661583.000000,3589064655.000000,6757818566.000000,18063690866.000000,,43500000000.000000,17234537682.000000,-2058283914.000000,32851450.000000,-2091135364.000000,-2058283914.000000,1000000.000000,58677253768.000000,76740944634.000000,435000000.000000
12M 2022,,,867421834.000000,6855425418.000000,6855425418.000000,,6855425418.000000,396037683.000000,,396037683.000000,396037683.000000,8940000.000000,381687769.000000,8509512704.000000,,60144494279.000000,2195498002.000000,62339992281.000000,70849504985.000000,,,10321788986.000000,7736714738.000000,,222979400.000000,,222979400.000000,,499824505.000000,330000000.000000,829824505.000000,359507024.000000,354950200.000000,,817813119.000000,,817813119.000000,10321788986.000000,6094378361.000000,1988004932.000000,141113664.000000,3965259765.000000,6094378361.000000,16416167347.000000,,43500000000.000000,17234537682.000000,-6302200044.000000,32851450.000000,-6335051494.000000,-6302200044.000000,1000000.000000,54433337638.000000,70849504985.000000,435000000.000000
12M 2023,,,884447404.000000,6846080730.000000,6846080730.000000,,6846080730.000000,784448493.000000,475000000.000000,309448493.000000,784448493.000000,94524000.000000,1095601899.000000,9705102526.000000,,53339547785.000000,2358541464.000000,55698089249.000000,65403191775.000000,,,8318044368.000000,5882925347.000000,,444565150.000000,,444565150.000000,,754422989.000000,330000000.000000,1084422989.000000,277112841.000000,430404377.000000,,141113664.000000,57500000.000000,198613664.000000,8318044368.000000,5961850294.000000,1750547237.000000,,4211303057.000000,5961850294.000000,14279894662.000000,,43500000000.000000,17234537682.000000,-9612240569.000000,32851450.000000,-9645092019.000000,-9612240569.000000,1000000.000000,51123297113.000000,65403191775.000000,435000000.000000
12M 2024,,,1906216663.000000,6464349822.000000,6464349822.000000,,6464349822.000000,183582000.000000,178179372.000000,5402628.000000,183582000.000000,75000000.000000,1255518165.000000,9884666650.000000,,48482618074.000000,231043474.000000,48713661548.000000,58598328198.000000,,,6856383425.000000,5531615432.000000,,368134980.000000,,368134980.000000,,318969405.000000,300000000.000000,618969405.000000,82668715.000000,254994893.000000,,,,,6856383425.000000,4977192852.000000,1592878445.000000,,3384314407.000000,4977192852.000000,11833576277.000000,,43500000000.000000,17362212574.000000,-14097961307.000000,32851450.000000,-14130812757.000000,-14097961307.000000,500654.000000,46764751921.000000,58598328198.000000,435000000.000000
