Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Berelasi,Pihak Ketiga,Total Piutang Usaha,Piutang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Tetap,Aset Pajak Tangguhan,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Pihak Berelasi,Pihak Ketiga,Total Utang Usaha,Utang Lain-Lain,Pihak Ketiga,Total Utang Lain-Lain,Utang Pajak,Beban Akrual,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank Jangka Panjang,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank Jangka Panjang,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Lain-Lain,Pihak Berelasi,Total Utang Lain-Lain,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2018,,,12053472462.000000,74683148621.000000,33942840183.000000,40740308438.000000,74683148621.000000,2567029254.000000,1383117205.000000,1183912049.000000,2567029254.000000,136622637680.000000,56242012159.000000,282168300176.000000,,814442950840.000000,9702017514.000000,3266846355.000000,827411814709.000000,1109580114885.000000,,,187956459518.000000,69887699756.000000,,,24779613189.000000,24779613189.000000,,2595460048.000000,2595460048.000000,10379158437.000000,8534651865.000000,,71537359675.000000,,71537359675.000000,242516548.000000,187956459518.000000,157212005274.000000,,108817016943.000000,,108817016943.000000,,32985023496.000000,32985023496.000000,15409964835.000000,157212005274.000000,345168464792.000000,,450000000000.000000,,-35440654944.000000,,,-35440654944.000000,11435012.000000,349840870025.000000,764411650093.000000,1109580114885.000000,4500000.000000
12M 2019,,,5228906864.000000,72839123008.000000,34733090766.000000,38106032242.000000,72839123008.000000,246515250.000000,,246515250.000000,246515250.000000,148285258289.000000,69302052926.000000,295901856337.000000,,776943519758.000000,10335622093.000000,18357736788.000000,805636878639.000000,1101538734976.000000,,,97387654752.000000,51026873654.000000,,129824837.000000,27078815311.000000,27208640148.000000,,655539203.000000,655539203.000000,4687401346.000000,5354063088.000000,,8332116232.000000,,8332116232.000000,123021081.000000,97387654752.000000,31906251946.000000,,19739856365.000000,,19739856365.000000,,,,12166395581.000000,31906251946.000000,129293906698.000000,,941200000000.000000,2898071300.000000,23825487866.000000,,,23825487866.000000,,4321269112.000000,972244828278.000000,1101538734976.000000,9412000000.000000
12M 2020,,,34052020079.000000,51749540165.000000,46312834886.000000,5436705279.000000,51749540165.000000,758184639.000000,,758184639.000000,758184639.000000,167382058635.000000,87795491315.000000,341737294833.000000,,714336773006.000000,11206654360.000000,6957853326.000000,732501280692.000000,1074238575525.000000,,,58235308849.000000,,,905257797.000000,24390477864.000000,25295735661.000000,,443860255.000000,443860255.000000,10841459663.000000,6322326473.000000,,,895346756.000000,895346756.000000,14436580041.000000,58235308849.000000,16484972581.000000,,,2982192360.000000,2982192360.000000,,,,13502780221.000000,16484972581.000000,74720281430.000000,,941200000000.000000,2898071300.000000,50351338328.000000,,,50351338328.000000,,5068884467.000000,999518294095.000000,1074238575525.000000,9412000000.000000
12M 2021,,,14902817134.000000,72053945881.000000,57218503766.000000,14835442115.000000,72053945881.000000,678044243.000000,,678044243.000000,678044243.000000,192406055690.000000,61706995302.000000,341747858250.000000,,723626672500.000000,12487749312.000000,80867902357.000000,816982324169.000000,1158730182419.000000,,,53286002242.000000,,,1396854254.000000,36673942186.000000,38070796440.000000,,831166709.000000,831166709.000000,6670398917.000000,5124675840.000000,,,1261950912.000000,1261950912.000000,1327013424.000000,53286002242.000000,22075115592.000000,,8540004000.000000,2921720766.000000,11461724766.000000,,,,10613390826.000000,22075115592.000000,75361117834.000000,,941200000000.000000,2898071300.000000,132700790568.000000,2000000000.000000,130700790568.000000,132700790568.000000,,6570202717.000000,1083369064585.000000,1158730182419.000000,9412000000.000000
12M 2022,,,11870768964.000000,65952593082.000000,58431210281.000000,7521382801.000000,65952593082.000000,28934882.000000,,28934882.000000,28934882.000000,284784341426.000000,45960226609.000000,408596864963.000000,,1312231513700.000000,13955849379.000000,12023133824.000000,1338210496903.000000,1746807361866.000000,,,145976858453.000000,38907203572.000000,,3310684122.000000,44034699460.000000,47345383582.000000,,1189481221.000000,1189481221.000000,7485581904.000000,8041633791.000000,,40638416929.000000,1470505899.000000,42108922828.000000,898651555.000000,145976858453.000000,458350622835.000000,,445803430645.000000,1733473669.000000,447536904314.000000,,,,10813718521.000000,458350622835.000000,604327481288.000000,,941200000000.000000,2898071300.000000,192171005773.000000,3000000000.000000,189171005773.000000,192171005773.000000,,6210803505.000000,1142479880578.000000,1746807361866.000000,9412000000.000000
12M 2023,,,1471104359.000000,144260349810.000000,23990852853.000000,120269496957.000000,144260349810.000000,80142954.000000,,80142954.000000,80142954.000000,292954260456.000000,49166715506.000000,487932573085.000000,,1354808575383.000000,15807331857.000000,35839979482.000000,1406455886722.000000,1894388459807.000000,,,327700986884.000000,138960052293.000000,,22653975.000000,48907810976.000000,48930464951.000000,,932812746.000000,932812746.000000,14585491745.000000,18147533754.000000,,92048262479.000000,1563938487.000000,93612200966.000000,12532430429.000000,327700986884.000000,345771098974.000000,,330523728296.000000,212059266.000000,330735787562.000000,,,,15035311412.000000,345771098974.000000,673472085858.000000,,941200000000.000000,2898071300.000000,274249991587.000000,4000000000.000000,270249991587.000000,274249991587.000000,,2568311062.000000,1220916373949.000000,1894388459807.000000,9412000000.000000
12M 2024,,,3619394850.000000,44037210966.000000,30368670192.000000,13668540774.000000,44037210966.000000,718409874.000000,,718409874.000000,718409874.000000,349426139376.000000,41786452158.000000,439587607224.000000,,1242008585894.000000,16476541264.000000,55331900800.000000,1313817027958.000000,1753404635182.000000,,,191650061012.000000,14574309172.000000,,630645574.000000,50001959824.000000,50632605398.000000,,900262866.000000,900262866.000000,18205769423.000000,5518305592.000000,,92126649194.000000,235588118.000000,92362237312.000000,9456571249.000000,191650061012.000000,255812911567.000000,,238397067680.000000,107320501.000000,238504388181.000000,,,,17308523386.000000,255812911567.000000,447462972579.000000,,941200000000.000000,2898071300.000000,359155225369.000000,5000000000.000000,354155225369.000000,359155225369.000000,,2688365934.000000,1305941662603.000000,1753404635182.000000,9412000000.000000
