Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2020,0.00,1189712.66,0.00,1189712.66,13 B,28 B,41 B,34 B,18 B
12M 2021,0.00,1391099.42,0.00,1391099.42,19 B,7 B,26 B,21 B,(3 B)
12M 2022,0.00,1328405.94,0.00,1328405.94,12 B,13 B,26 B,(10 B),163 B
12M 2023,0.00,70590.62,0.00,70590.62,28 B,10 B,38 B,23 B,107 B
