Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2017,0 B,(0 B),0 B,34778.53
12M 2018,6 B,(72 B),(66 B),-174.00
12M 2019,15 B,(4 B),11 B,28.17
12M 2020,(31 B),26 B,(5 B),-13.50
12M 2021,(24 B),(0 B),(25 B),-12.81
12M 2022,(25 B),(10 B),(34 B),-17.90
12M 2023,10 B,(13 B),(3 B),-1.50
12M 2024,(7 B),(6 B),(14 B),-7.09
