Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Others,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Tetap,Piutang Usaha,Others,Total Piutang Usaha,Aset Pajak Tangguhan,Investasi Pada Entitas Asosiasi,Aset Tak Berwujud,Goodwill,Adjustment,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Utang Lain-Lain,Utang Pajak,Others,Total Utang Pajak,Beban Akrual,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2017,,,3045554628.000000,647579060.000000,647579060.000000,,647579060.000000,252088127.000000,252088127.000000,,,252088127.000000,,1462810625.000000,5408032440.000000,,141667270.000000,,,,35862801.000000,,24687500.000000,,,,202217571.000000,5610250011.000000,,,2111404543.000000,,1003312098.000000,,1003312098.000000,,,,,213202283.000000,,213202283.000000,,894890162.000000,2111404543.000000,143451203.000000,143451203.000000,143451203.000000,2254855746.000000,,3000000000.000000,,355394265.000000,,,355394265.000000,,,3355394265.000000,5610250011.000000,3000.000000
12M 2018,,,11044162321.000000,1246867477.000000,1246867477.000000,,1246867477.000000,13730217.000000,13730217.000000,,,13730217.000000,,34040582765.000000,46345342780.000000,,38528529475.000000,,,,116093341.000000,,805507720.000000,,,,39450130536.000000,85795473316.000000,,,4961162567.000000,,1177396530.000000,,1177396530.000000,,1344570709.000000,,1344570709.000000,1043846768.000000,,1043846768.000000,,1395348560.000000,4961162567.000000,302605023.000000,302605023.000000,302605023.000000,5263767590.000000,,38000000000.000000,39159538546.000000,3372167180.000000,,,3372167180.000000,,,80531705726.000000,85795473316.000000,380000000.000000
12M 2019,,,20472128946.000000,2497739701.000000,2497739701.000000,,2497739701.000000,512980502.000000,512980502.000000,,,512980502.000000,,21527582647.000000,45010431796.000000,,36245950894.000000,,,,221631392.000000,,652764990.000000,,,1398600000.000000,38518947276.000000,83529379072.000000,,,1161293802.000000,,286123552.000000,,286123552.000000,,528051152.000000,,528051152.000000,95277143.000000,,95277143.000000,149595135.000000,102246820.000000,1161293802.000000,503720757.000000,503720757.000000,503720757.000000,1665014559.000000,,38004359700.000000,39176977346.000000,4683027467.000000,,,4683027467.000000,,,81864364513.000000,83529379072.000000,380043597.000000
12M 2020,,,4271489723.000000,36845481.000000,36845481.000000,,36845481.000000,36887633.000000,36887633.000000,,,36887633.000000,,11979064257.000000,16324287094.000000,,28952269051.000000,,,,2989410403.000000,,395846634.000000,,,,32337526088.000000,48661813182.000000,,,6397447810.000000,,3377298334.000000,,3377298334.000000,,640551152.000000,,640551152.000000,17221802.000000,,17221802.000000,1505654836.000000,856721686.000000,6397447810.000000,320463843.000000,320463843.000000,320463843.000000,6717911653.000000,,38004359700.000000,39176977346.000000,-35237435517.000000,,,-35237435517.000000,,,41943901529.000000,48661813182.000000,380043597.000000
12M 2021,,,31891027849.000000,11940920.000000,11940920.000000,,11940920.000000,4301662065.000000,4301662065.000000,,,4301662065.000000,58566775161.000000,23851778525.000000,118623184520.000000,,25026245522.000000,,,,920789904.000000,,1829240778.000000,100775418440.000000,,46113255363.000000,174664950007.000000,293288134527.000000,,,1041377359.000000,,,,,,,,,229841798.000000,,229841798.000000,708860561.000000,102675000.000000,1041377359.000000,918703743.000000,918703743.000000,918703743.000000,1960081102.000000,,191277440500.000000,85549930605.000000,12358102046.000000,,,12358102046.000000,2142580274.000000,,291328053425.000000,293288134527.000000,1912774405.000000
12M 2022,,,21834859848.000000,71230342.000000,71230342.000000,,71230342.000000,35367256161.000000,11541956161.000000,,23825300000.000000,35367256161.000000,83210616160.000000,9366523917.000000,149850486428.000000,,29396519127.000000,16668635457.000000,16668635457.000000,16668635457.000000,681483028.000000,,1280000000.000000,101293370677.000000,,737116800000.000000,886436808289.000000,1036287294717.000000,,,6335024006.000000,,1556092133.000000,,1556092133.000000,,,,,653147212.000000,,653147212.000000,3812904677.000000,312879984.000000,6335024006.000000,424365548461.000000,424365548461.000000,424365548461.000000,430700572467.000000,,191277440500.000000,85549930605.000000,12713128463.000000,,,12713128463.000000,2229982206.000000,313816240476.000000,605586722250.000000,1036287294717.000000,1912774405.000000
12M 2023,,,19099030971.000000,178586732.000000,178586732.000000,,178586732.000000,68227458816.000000,27186934030.000000,,41040524786.000000,68227458816.000000,78535150313.000000,6170138760.000000,172210365592.000000,,23499877880.000000,,,,1601318204.000000,,1868648383.000000,101293370677.000000,,,128263215144.000000,300473580736.000000,,,7640091447.000000,,973534597.000000,,973534597.000000,,2441737911.000000,,2441737911.000000,685770960.000000,,685770960.000000,2060551314.000000,1478496665.000000,7640091447.000000,1623477476.000000,1623477476.000000,1623477476.000000,9263568923.000000,,191277440500.000000,85549930605.000000,12072515775.000000,100000000.000000,11972515775.000000,12072515775.000000,2310124933.000000,,291210011813.000000,300473580736.000000,1912774405.000000
12M 2024,,,1257597609.000000,66136630.000000,66136630.000000,,66136630.000000,38775670718.000000,25293209843.000000,,13482460875.000000,38775670718.000000,95377864713.000000,23704682908.000000,159181952578.000000,,4208018157.000000,,,,2248539232.000000,,1672939472.000000,104224920205.000000,,27256164480.000000,139610581546.000000,298792534124.000000,,,7687705944.000000,,6026036911.000000,,6026036911.000000,,73315000.000000,,73315000.000000,333298994.000000,,333298994.000000,871598039.000000,383457000.000000,7687705944.000000,1147695393.000000,1147695393.000000,1147695393.000000,8835401337.000000,,191277440500.000000,85549930605.000000,10714305621.000000,100000000.000000,10614305621.000000,10714305621.000000,2415456061.000000,,289957132787.000000,298792534124.000000,1912774405.000000
