Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2008,0.81,246.80,0.89,223.75,180 B,18 B,198 B,65 B,116 B
12M 2009,1.12,282.43,1.20,261.85,82 B,14 B,97 B,(79 B),162 B
12M 2010,1.99,346.23,2.10,328.12,1 B,,1 B,(211 B),253 B
12M 2011,2.76,412.63,2.88,396.23,,,,(195 B),322 B
12M 2012,2.88,469.32,2.97,454.61,39 B,31 B,70 B,(83 B),321 B
12M 2013,3.06,546.02,3.17,526.18,25 B,8 B,33 B,(258 B),389 B
12M 2014,2.83,668.98,2.94,643.59,18 B,14 B,32 B,(324 B),582 B
12M 2015,2.29,785.85,2.37,760.20,12 B,3 B,15 B,(454 B),748 B
12M 2016,2.20,864.71,2.28,833.06,10 B,,10 B,(268 B),736 B
12M 2017,1.34,979.54,1.38,947.69,,,,(677 B),873 B
12M 2018,1.21,1100.42,1.25,1061.81,1 B,,1 B,(272 B),"1,039 B"
12M 2019,0.79,1205.54,0.82,1160.56,0 B,,0 B,(491 B),"1,153 B"
12M 2020,0.69,1158.66,0.71,1125.59,0 B,,0 B,(480 B),"1,129 B"
12M 2021,0.68,1206.76,0.70,1185.99,0 B,,0 B,"(1,051 B)","1,285 B"
12M 2022,0.76,1255.37,0.77,1230.24,0 B,,0 B,"(1,253 B)","1,308 B"
12M 2023,0.67,1328.53,0.68,1306.82,,,,"(1,271 B)","1,358 B"
12M 2024,0.61,1427.70,0.61,1409.41,1 B,,1 B,"(1,610 B)","1,514 B"
