Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2008,0.21,477.51,0.21,477.51,3 B,0 B,4 B,2 B,47 B
12M 2009,0.17,439.72,0.17,439.72,4 B,1 B,5 B,2 B,44 B
12M 2010,0.40,463.34,0.40,463.34,4 B,0 B,5 B,(2 B),47 B
12M 2011,0.39,465.92,0.39,465.92,5 B,0 B,5 B,2 B,48 B
12M 2012,0.56,482.30,0.56,482.30,9 B,,9 B,4 B,49 B
12M 2013,0.50,536.06,0.50,536.06,8 B,,8 B,3 B,55 B
12M 2014,0.47,570.15,0.47,570.15,6 B,,6 B,2 B,57 B
12M 2015,0.37,676.61,0.37,676.61,10 B,,10 B,7 B,61 B
12M 2016,0.37,322.50,0.37,322.50,11 B,,11 B,8 B,65 B
12M 2017,0.52,331.52,0.52,331.52,10 B,,10 B,3 B,78 B
12M 2018,0.83,342.93,0.83,342.93,10 B,,10 B,5 B,81 B
12M 2019,0.64,316.50,0.64,316.50,5 B,,5 B,(4 B),83 B
12M 2020,0.72,292.64,0.72,292.64,5 B,,5 B,(6 B),89 B
12M 2021,0.74,390.19,0.74,390.19,14 B,,14 B,3 B,110 B
12M 2022,0.50,414.88,0.50,414.88,12 B,,12 B,5 B,115 B
12M 2023,0.34,398.45,0.34,398.45,11 B,,11 B,(5 B),118 B
12M 2024,0.35,376.15,0.35,376.15,20 B,,20 B,16 B,113 B
