Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2020,,,,,,,,,,,,,4.67,,1.74
12M 2021,24.84,48.56,20.71,52.69,14.69,,7.52,,180.73,,2.18,,3.8,,5.45
12M 2022,14.92,62.82,20.36,57.38,24.46,,5.81,,192.97,,2.67,,4.4,,2.76
12M 2023,21.16,67.29,30.58,57.87,17.25,11.23,5.42,5.29,95.5,74.84,2.21,1.89,3.46,3.46,3.4
12M 2024,25.48,59.43,37.69,47.22,14.33,14.87,6.14,6.4,50.12,47.17,2.12,2.07,4.3,4.3,2.45
