Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2020,701 B,,701 B,7010967.20
12M 2021,93 B,,93 B,223804.51
12M 2022,101 B,,101 B,243832.14
12M 2023,149 B,,149 B,0.00
12M 2024,326 B,,326 B,62.89
