Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2019,1.0,0.61,1.63,2.86,0.0,0.0,1.57,0.57,1.86
12M 2020,1.63,1.06,0.8,1.92,0.0,0.0,0.79,0.42,0.92
12M 2021,1.78,1.19,0.71,1.83,0.0,0.0,0.65,0.39,0.83
12M 2022,1.91,1.08,0.66,1.73,0.0,0.0,0.55,0.38,0.73
12M 2023,1.76,1.08,0.63,1.92,0.0,0.0,0.61,0.33,0.92
12M 2024,1.85,1.08,0.68,1.86,0.0,0.0,0.66,0.36,0.86
