Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Tetap,Aset Tak Berwujud,Aset Pajak Tangguhan,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Utang Pajak,Beban Akrual,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank Jangka Panjang,Utang Pembiayaan Konsumen,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank Jangka Panjang,Utang Pembiayaan Konsumen,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2019,,,1840739734.000000,14899476039.000000,71646000.000000,23804898157.000000,20438212998.000000,61054972928.000000,,22398390939.000000,,465102710.000000,11930516306.000000,34794009955.000000,95848982883.000000,,,61019034485.000000,54072343855.000000,3036168227.000000,3057190574.000000,403357631.000000,,,353179589.000000,353179589.000000,96794609.000000,61019034485.000000,1261463676.000000,,,261945745.000000,261945745.000000,999517931.000000,1261463676.000000,62280498161.000000,,25000000000.000000,155000000.000000,8430971227.000000,10000000.000000,8420971227.000000,8430971227.000000,-17486505.000000,33568484722.000000,95848982883.000000,500000000.000000
12M 2020,,,741171957.000000,16693967180.000000,406504444.000000,35792519137.000000,47881190991.000000,101515353709.000000,,22124517063.000000,,574574605.000000,8324170374.000000,31023262042.000000,132538615751.000000,,,62102806939.000000,55206625216.000000,4172354651.000000,1690216412.000000,926638869.000000,,,106971791.000000,106971791.000000,,62102806939.000000,1302115907.000000,,,,,1302115907.000000,1302115907.000000,63404922846.000000,,41666650000.000000,20147675726.000000,7343853660.000000,10000000.000000,7333853660.000000,7343853660.000000,-24486481.000000,69133692905.000000,132538615751.000000,833333000.000000
12M 2021,,,4083283837.000000,25724062995.000000,1291765746.000000,33179251950.000000,36521438049.000000,100799802577.000000,,20045124334.000000,,624939042.000000,7612005636.000000,28282069012.000000,129081871589.000000,,,56730953387.000000,50084321970.000000,4994709033.000000,602406501.000000,1049515883.000000,,,,,,56730953387.000000,1626173109.000000,,,,,1626173109.000000,1626173109.000000,58357126496.000000,,41666650000.000000,20147675726.000000,8943529581.000000,10000000.000000,8933529581.000000,8943529581.000000,-33110214.000000,70724745093.000000,129081871589.000000,833333000.000000
12M 2022,,,8051093492.000000,10616144121.000000,490678428.000000,40778469758.000000,34162601316.000000,94098987115.000000,,24354060931.000000,,748770513.000000,6433368148.000000,31536199592.000000,125635186707.000000,,,49180364905.000000,42040227474.000000,1571106432.000000,367366556.000000,702101611.000000,,4336363632.000000,163199200.000000,4499562832.000000,,49180364905.000000,3698404541.000000,,1445454550.000000,293372689.000000,1738827239.000000,1959577302.000000,3698404541.000000,52878769446.000000,,41666650000.000000,20147675726.000000,10979460693.000000,10000000.000000,10969460693.000000,10979460693.000000,-37369158.000000,72756417261.000000,125635186707.000000,833333000.000000
12M 2023,,,1874562344.0,25833659427.0,875536010.0,43380436301.0,40502989408.0,112467183490.0,,22411874024.0,194250000.0,765271508.0,5349730660.0,28721126192.0,141188309682.0,,,63734787661.0,40778549960.0,17748656414.0,160836711.0,898049977.0,,3884090904.0,262933700.0,4147024604.0,1669995.0,63734787661.0,3767349652.0,,1294696973.0,472658889.0,1767355862.0,1999993790.0,3767349652.0,67502137313.0,,41666650000.0,20147675726.0,11913714294.0,10000000.0,11903714294.0,11913714294.0,-41867651.0,73686172369.0,141188309682.0,833333000.0
12M 2024,,,1385308361.0,21666498672.0,2484022055.0,47384878028.0,40740847690.0,113661554806.0,,19444046449.0,131250000.0,746132708.0,4472343172.0,24793772329.0,138455327135.0,,,61415782132.0,47214889372.0,11040404167.0,51969796.0,219429534.0,,2199999994.0,236087192.0,2436087186.0,453002077.0,61415782132.0,2537198508.0,,733333334.0,81537990.0,814871324.0,1722327184.0,2537198508.0,63952980640.0,,41666650000.0,20147675726.0,12345942957.0,10000000.0,12335942957.0,12345942957.0,342077812.0,74502346495.0,138455327135.0,833333000.0
