Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Umum Dan Administrasi,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Beban Keuangan,Laba (Rugi) Selisih Kurs,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Pajak Kini,Pajak Tangguhan,Total Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2019,109624275276.000000,-89688302358.000000,19935972918.000000,-7290336189.000000,-7290336189.000000,-7290336189.000000,12645636729.000000,-6025187427.000000,-5874039979.000000,-44331234.000000,-106816214.000000,-6025187427.000000,6620449302.000000,-1926004500.000000,-2016738807.000000,90734307.000000,-1926004500.000000,4694444802.000000,-5262126.000000,4689182676.000000,4694444802.000000,4694444802.000000,,4694444802.000000,4689182676.000000,4689182676.000000,,4689182676.000000
12M 2020,84646710437.000000,-69353664973.000000,15293045464.000000,-10974488847.000000,-10974488847.000000,-10974488847.000000,4318556617.000000,-5511810858.000000,-5935965090.000000,556509339.000000,-132355107.000000,-5511810858.000000,-1193254241.000000,106136674.000000,-32261810.000000,138398484.000000,106136674.000000,-1087117567.000000,-6999976.000000,-1094117543.000000,-1087117567.000000,-1087117567.000000,,-1087117567.000000,-1094117543.000000,-1094117543.000000,,-1094117543.000000
12M 2021,111367220162.000000,-94701079119.000000,16666141043.000000,-12319141039.000000,-12319141039.000000,-12319141039.000000,4347000004.000000,-2214282131.000000,-3818532284.000000,1724822331.000000,-120572178.000000,-2214282131.000000,2132717873.000000,-533041952.000000,-581383537.000000,48341585.000000,-533041952.000000,1599675921.000000,-8623733.000000,1591052188.000000,1599675921.000000,1599675921.000000,,1599675921.000000,1591052188.000000,1591052188.000000,,1591052188.000000
12M 2022,113336252373.000000,-94846431599.000000,18489820774.000000,-13764070152.000000,-13764070152.000000,-13764070152.000000,4725750622.000000,-2244188370.000000,-3116374147.000000,1057668124.000000,-185482347.000000,-2244188370.000000,2481562252.000000,-445631141.000000,-568463601.000000,122832460.000000,-445631141.000000,2035931111.000000,-4258944.000000,2031672167.000000,2035931112.000000,2035931112.000000,,2035931112.000000,2031672168.000000,2031672168.000000,,2031672168.000000
12M 2023,143806146494.000000,-116144311577.000000,27661834917.000000,-21211716151.000000,-21211716151.000000,-21211716151.000000,6450118766.000000,-5200856958.000000,-4142481454.000000,-283804039.000000,-774571465.000000,-5200856958.000000,1249261808.000000,-315008207.000000,-330454000.000000,15445793.000000,-315008207.000000,934253601.000000,-4498493.000000,929755108.000000,934253601.000000,934253601.000000,,934253601.000000,929755108.000000,929755108.000000,,929755108.000000
12M 2024,116759239114.000000,-96957463467.000000,19801775647.000000,-17258806740.000000,-17258806740.000000,-17258806740.000000,2542968907.000000,-2013007726.000000,-4067037667.000000,1917264079.000000,136765862.000000,-2013007726.000000,529961181.000000,-97732518.000000,-168655000.000000,70922482.000000,-97732518.000000,432228663.000000,383945463.000000,816174126.000000,432228663.000000,432228663.000000,,432228663.000000,816174126.000000,816174126.000000,,816174126.000000
