Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2019,1 B,(1 B),1 B,1.22
12M 2020,(40 B),(2 B),(41 B),-49.78
12M 2021,8 B,(0 B),8 B,9.30
12M 2022,8 B,(3 B),5 B,6.12
12M 2023,(5 B),(1 B),(6 B),-7.49
12M 2024,(5 B),(0 B),(5 B),-5.56
