Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Penjualan,Beban Umum Dan Administrasi,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Pendapatan Keuangan,Beban Keuangan,Laba (Rugi) Selisih Kurs,Laba (Rugi) Atas Penjualan Aset Tetap,Others,Total Penghasilan/Beban Lain-Lain,Adjustment,Laba Sebelum Pajak,Beban Pajak Penghasilan,Penyesuaian Proforma,Total Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Adjustment,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Adjustment,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2015,21728696575.000000,-20787251149.000000,941445426.000000,-5277089520.000000,,-5277089520.000000,-5277089520.000000,-4335644094.000000,-3706036918.000000,,-732312301.000000,-180662055.000000,-685236500.000000,-2107826062.000000,-3706036918.000000,,-8041681012.000000,-309692526.000000,,-309692526.000000,-8351373538.000000,969435374.000000,-7381938164.000000,-8351373538.000000,-8401034542.000000,49661004.000000,,-8351373538.000000,-7381938164.000000,-7431056883.000000,49118719.000000,,-7381938164.000000
12M 2016,12170263153.000000,-12066590597.000000,103672556.000000,-5802476508.000000,,-5802476508.000000,-5802476508.000000,-5698803952.000000,-6803245283.000000,,-552975321.000000,73249959.000000,-4998954946.000000,-1324564975.000000,-6803245283.000000,,-12502049235.000000,-139516248.000000,,-139516248.000000,-12641565483.000000,-2434043.000000,-12643999526.000000,-12641565482.000000,-12606646083.000000,-34919399.000000,,-12641565482.000000,-12643999526.000000,-12607532107.000000,-36467419.000000,,-12643999526.000000
12M 2017,15874291710.000000,-13833159802.000000,2041131908.000000,-4222991900.000000,,-4222991900.000000,-4222991900.000000,-2181859992.000000,2604949649.000000,,-18070664.000000,221844046.000000,-2371744279.000000,4772920546.000000,2604949649.000000,,423089657.000000,-47574007.000000,,-47574007.000000,375515650.000000,96514954.000000,472030604.000000,375515650.000000,382582615.000000,-7066965.000000,,375515650.000000,472030604.000000,479306787.000000,-7276183.000000,,472030604.000000
12M 2018,17662805791.000000,-15091488607.000000,2571317184.000000,-3009353973.000000,,-3009353973.000000,-3009353973.000000,-438036789.000000,-212645329.000000,1036109.000000,,-177087218.000000,-69800000.000000,33205780.000000,-212645329.000000,,-650682118.000000,180126798.000000,,180126798.000000,-470555320.000000,144253837.000000,-326301483.000000,-470555320.000000,-467668430.000000,-2886890.000000,,-470555320.000000,-326301483.000000,-324815546.000000,-1485937.000000,,-326301483.000000
12M 2019,15703030253.000000,-12184011538.000000,3519018715.000000,-3767689011.000000,,-3767689011.000000,-3767689011.000000,-248670296.000000,-1190769466.000000,1559920.000000,,84564045.000000,,-1276893431.000000,-1190769466.000000,,-1439439762.000000,445148568.000000,,445148568.000000,-994291194.000000,-244784287.000000,-1239075481.000000,-994291194.000000,-996480556.000000,2189362.000000,,-994291194.000000,-1239075481.000000,-1238967095.000000,-108386.000000,,-1239075481.000000
12M 2020,14697201356.000000,-12177966715.000000,2519234641.000000,-4170906001.000000,,-4170906001.000000,-4170906001.000000,-1651671360.000000,-703056983.000000,,-2052506.000000,-56210707.000000,,-644793770.000000,-703056983.000000,,-2354728343.000000,726318358.000000,,726318358.000000,-1628409985.000000,91088406.000000,-1537321579.000000,-1628409985.000000,-1633580321.000000,5170336.000000,,-1628409985.000000,-1537321579.000000,-1543321311.000000,5999732.000000,,-1537321579.000000
12M 2021,3497365178638.000000,-3010499286315.000000,486865892323.000000,-390767901540.000000,-81561446676.000000,-309206454864.000000,-390767901540.000000,96097990783.000000,-64358029952.000000,648380487.000000,-110394595841.000000,673723113.000000,,44714462289.000000,-64358029952.000000,,31739960831.000000,-5597963120.000000,3017140269.000000,-5597963120.000000,29159137980.000000,14916717247.000000,44075855227.000000,29159137980.000000,29029879858.000000,129258122.000000,,29159137980.000000,44075855227.000000,43921896432.000000,153958795.000000,,44075855227.000000
12M 2022,2958367547579.000000,-2607505060314.000000,350862487265.000000,-373852977215.000000,-56937646928.000000,-316915330287.000000,-373852977215.000000,-22990489950.000000,-86762646765.000000,178098149.000000,-125317753248.000000,-1324227603.000000,,39701235937.000000,-86762646765.000000,,-109753136715.000000,-2555173881.000000,,-2555173881.000000,-112308310596.000000,3030737927.000000,-109277572669.000000,-112308310596.000000,-116617189131.000000,4308878535.000000,,-112308310596.000000,-109277572669.000000,-113630606023.000000,4353033354.000000,,-109277572669.000000
12M 2023,1724458039618.000000,-1368355683895.000000,356102355723.000000,-353792956526.000000,-64874073773.000000,-288918882753.000000,-353792956526.000000,2309399197.000000,-141984901557.000000,140527839.000000,-163134550045.000000,-1279974241.000000,,22289094890.000000,-141984901557.000000,,-139675502360.000000,-5078187676.000000,,-5078187676.000000,-144753690036.000000,250191167.000000,-144503498869.000000,-144753690036.000000,-138619943547.000000,-6133746489.000000,,-144753690036.000000,-144503498869.000000,-138369928363.000000,-6133570506.000000,,-144503498869.000000
