Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Tetap,Aset Pajak Tangguhan,Goodwill,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Utang Lain-Lain,Beban Akrual,Utang Pajak,Utang Bank Jangka Pendek,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Pembiayaan Konsumen,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Adjustment,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Pembiayaan Konsumen,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Liabilitas Pajak Tangguhan,Adjustment,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Adjustment,Kepentingan Non Pengendali,Adjustment,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2015,,,336742590.000000,1830549851.000000,,,1830549851.000000,676569502.000000,,,676569502.000000,1365840935.000000,1115698972.000000,5325401850.000000,,15966342356.000000,321372170.000000,,113154921.000000,16400869447.000000,21726271297.000000,,,12292197503.000000,5024839219.000000,,,5024839219.000000,874591387.000000,,,874591387.000000,949835994.000000,670420842.000000,,,,1435791667.000000,1435791667.000000,,3336718394.000000,12292197503.000000,4783062961.000000,,,1097958333.000000,1097958333.000000,,,3685104628.000000,4783062961.000000,17075260464.000000,,101646300100.000000,4291544950.000000,-101128413321.000000,,,-101128413321.000000,,120718161.000000,,-279139057.000000,4651010833.000000,21726271297.000000,856133009.000000
12M 2016,,,60233078.000000,1081274964.000000,,,1081274964.000000,457290403.000000,,,457290403.000000,1126818651.000000,450335746.000000,3175952842.000000,,7066951281.000000,336309302.000000,,,7403260583.000000,10579213425.000000,,,14268295418.000000,4221875527.000000,,,4221875527.000000,875232587.000000,,,875232587.000000,2525645322.000000,775073588.000000,,,,2533750000.000000,2533750000.000000,,3336718394.000000,14268295418.000000,4303906700.000000,,,,,,,4303906700.000000,4303906700.000000,18572202118.000000,,101646300100.000000,4291544950.000000,-113733511385.000000,,,-113733511385.000000,,84250742.000000,,-281573100.000000,-7992988693.000000,10579213425.000000,856133009.000000
12M 2017,,,420554684.000000,864326321.000000,,,864326321.000000,,,,,43597558.000000,30114331.000000,1358592894.000000,,3677935024.000000,408962233.000000,,,4086897257.000000,5445490151.000000,,,11378076773.000000,3413585343.000000,,,3413585343.000000,1431422302.000000,,,1431422302.000000,2308024174.000000,888326560.000000,,,,,,,3336718394.000000,11378076773.000000,1588371467.000000,,,,,,,1588371467.000000,1588371467.000000,12966448240.000000,,101646300100.000000,4291544950.000000,-113350719552.000000,,,-113350719552.000000,,76974559.000000,,-185058146.000000,-7520958089.000000,5445490151.000000,856133009.000000
12M 2018,,,158691071.000000,567296039.000000,,,567296039.000000,165000000.000000,,,165000000.000000,48194521.000000,141184010.000000,1080365641.000000,,3528054411.000000,616084905.000000,,,4144139316.000000,5224504957.000000,,,11405628210.000000,3795825035.000000,,,3795825035.000000,2021012797.000000,,,2021012797.000000,1298433688.000000,953638296.000000,,,,,,,3336718394.000000,11405628210.000000,1666136319.000000,,,,,,,1666136319.000000,1666136319.000000,13071764529.000000,,101646300100.000000,4291544950.000000,-113819788935.000000,,,-113819788935.000000,,75488622.000000,,-40804309.000000,-7847259572.000000,5224504957.000000,856133009.000000
12M 2019,,,151482735.000000,740813066.000000,,,740813066.000000,,,,,39156208.000000,44228868.000000,975680877.000000,,3439517925.000000,1162353227.000000,,,4601871152.000000,5577552029.000000,,,12419453735.000000,2766817191.000000,,,2766817191.000000,3703037797.000000,,,3703037797.000000,1652805446.000000,960074907.000000,,,,,,,3336718394.000000,12419453735.000000,2244433347.000000,,,,,,,2244433347.000000,2244433347.000000,14663887082.000000,,101646300100.000000,4291544950.000000,-114813971743.000000,,,-114813971743.000000,,75380236.000000,,-285588596.000000,-9086335053.000000,5577552029.000000,856133009.000000
12M 2020,,,298567300.000000,870063347.000000,,,870063347.000000,,,,,33936622.000000,18197005.000000,1220764274.000000,,3580623612.000000,1884798643.000000,,,5465422255.000000,6686186529.000000,,,14884098201.000000,2676757139.000000,,,2676757139.000000,3753687765.000000,,,3753687765.000000,4019282945.000000,1097651958.000000,,,,,,,3336718394.000000,14884098201.000000,2425744960.000000,,,,,,,2425744960.000000,2425744960.000000,17309843161.000000,,101646300100.000000,4291544950.000000,-116448381460.000000,,,-116448381460.000000,,81379968.000000,,-194500190.000000,-10623656632.000000,6686186529.000000,856133009.000000
12M 2021,,,90765104701.000000,654971477119.000000,654851756395.000000,119720724.000000,654971477119.000000,322901875272.000000,,,322901875272.000000,1036004108440.000000,504301632869.000000,2608944198401.000000,,468215645239.000000,,47394172754.000000,49418702072.000000,565028520065.000000,3173972718466.000000,,,1735974490913.000000,,533486378660.000000,7949811884.000000,541436190544.000000,,1698060863.000000,3174672677.000000,4872733540.000000,13681776353.000000,7382078341.000000,1102691618147.000000,,,16940108795.000000,16940108795.000000,,48969985193.000000,1735974490913.000000,69145267985.000000,,,19826623687.000000,19826623687.000000,6128438635.000000,,43190205663.000000,69145267985.000000,1805119758898.000000,,267103625500.000000,1167524066825.000000,-72720985218.000000,,,-72720985218.000000,,6946252461.000000,,,1368852959568.000000,3173972718466.000000,2510706263.000000
12M 2022,,,17158493885.000000,666478238064.000000,663836107395.000000,2642130669.000000,666478238064.000000,414903264679.000000,,,414903264679.000000,898284244871.000000,449345914791.000000,2446170156290.000000,,596763267419.000000,2279492448.000000,47394172754.000000,63667277556.000000,710104210177.000000,3156274366467.000000,,,1728423126211.000000,,415652847944.000000,11807478332.000000,427460326276.000000,,1812631573.000000,3174672677.000000,4987304250.000000,33855666415.000000,36589948249.000000,1059094820913.000000,,31908310056.000000,24932630844.000000,56840940900.000000,,109594119208.000000,1728423126211.000000,167850853357.000000,,99588101399.000000,23457550110.000000,123045651509.000000,8965202989.000000,,35839998859.000000,167850853357.000000,1896273979568.000000,,267103625500.000000,1167524066825.000000,-186351591241.000000,,,-186351591241.000000,,11724285815.000000,,,1260000386899.000000,3156274366467.000000,2510706263.000000
12M 2023,,,14071659823.000000,844025510870.000000,745890533741.000000,98134977129.000000,844025510870.000000,549094082747.000000,,,549094082747.000000,638552686924.000000,447987122620.000000,2493731062984.000000,,709070362997.000000,2362370889.000000,43965563904.000000,33999467503.000000,789397765293.000000,3283128828277.000000,,,1870321951817.000000,,846906891266.000000,16848539450.000000,863755430716.000000,,352769006.000000,,352769006.000000,36881753365.000000,27766703785.000000,772263872969.000000,,70118064896.000000,8159509746.000000,78277574642.000000,,91023847334.000000,1870321951817.000000,56744711163.000000,,,14329507313.000000,14329507313.000000,6602120202.000000,,35813083648.000000,56744711163.000000,1927066662980.000000,,267103625500.000000,1167524066825.000000,-324721519604.000000,,,-324721519604.000000,,17669190090.000000,,-13183097941.000000,1114392264870.000000,3041458927850.000000,2510706263.000000
