Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2020,1.71,1.64,0.3,1.53,0.0,0.0,0.16,0.19,0.52
12M 2021,3.14,3.04,0.06,1.25,0.0,0.0,-0.33,0.05,0.24
12M 2022,3.02,2.91,0.04,1.22,0.0,0.0,-0.3,0.03,0.21
12M 2023,2.43,2.35,0.15,1.38,0.0,0.0,-0.08,0.11,0.37
12M 2024,1.85,1.8,0.34,1.64,0.0,0.0,0.11,0.21,0.6
