Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2020,75 B,(50 B),25 B,251020.55
12M 2021,86 B,(48 B),38 B,14.34
12M 2022,168 B,(89 B),79 B,30.05
12M 2023,147 B,(123 B),24 B,9.17
12M 2024,198 B,(185 B),13 B,4.87
