Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2020,,,,,,,,,,,,,8.12,,1.71
12M 2021,35.22,5.62,34.46,6.38,10.36,10.16,64.94,62.66,1.77,1.83,0.94,0.8,2.87,2.87,3.14
12M 2022,21.41,5.08,25.26,1.23,17.05,12.38,71.92,70.63,2.74,2.6,1.31,1.23,4.54,4.54,3.02
12M 2023,34.42,5.13,24.24,15.31,10.6,9.07,71.17,68.1,2.47,2.03,1.2,1.05,5.47,5.47,2.43
12M 2024,54.35,4.56,33.68,25.23,6.72,5.17,80.12,65.92,1.86,1.59,0.96,0.86,5.92,5.92,1.85
