Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2015,3 B,(706 B),(703 B),-705271.82
12M 2016,129 B,(559 B),(430 B),-140.08
12M 2017,214 B,(375 B),(162 B),-52.70
12M 2018,311 B,(329 B),(18 B),-5.89
12M 2019,416 B,(460 B),(44 B),-14.32
12M 2020,364 B,(272 B),93 B,30.23
12M 2021,606 B,(950 B),(344 B),-112.13
12M 2022,523 B,(337 B),185 B,60.38
12M 2023,659 B,(391 B),269 B,87.58
12M 2024,273 B,(585 B),(312 B),-101.68
