Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Properti Pertambangan,Aset Eksplorasi Dan Evaluasi,Aset Tetap,Aset Pajak Tangguhan,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Utang Lain-Lain,Utang Pihak Berelasi,Utang Kontraktor,Beban Akrual,Utang Bank Jangka Panjang,Utang Pajak,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Utang Bank Jangka Panjang,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Utang Lain-Lain,Utang Kontraktor,Kewajiban Lembaga Keuangan Non Bank,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2016,,,12287000000.000000,,,,,2269000000.000000,254000000.000000,2015000000.000000,2269000000.000000,10679000000.000000,6953000000.000000,32188000000.000000,,29912000000.000000,37712000000.000000,81136000000.000000,5495000000.000000,9217000000.000000,163472000000.000000,195660000000.000000,,,236774000000.000000,,,114856000000.000000,,114856000000.000000,,26711000000.000000,28023000000.000000,54734000000.000000,6353000000.000000,,403000000.000000,,1241000000.000000,59187000000.000000,236774000000.000000,6291000000.000000,,,,,,,,,,,,6291000000.000000,6291000000.000000,243065000000.000000,,60000000000.000000,29553000000.000000,-138149000000.000000,-1330000000.000000,2521000000.000000,-47405000000.000000,195660000000.000000,600000.000000
12M 2017,,,15561649758.000000,10185575829.000000,10185575829.000000,,10185575829.000000,2412286988.000000,2212286988.000000,200000000.000000,2412286988.000000,21874946085.000000,23936121031.000000,73970579691.000000,,27595440357.000000,119867302212.000000,124163136971.000000,1724483331.000000,18638403566.000000,291988766437.000000,365959346128.000000,,,212454596953.000000,50000000000.000000,,17233252407.000000,20241648367.000000,37474900774.000000,,11017662814.000000,28575497174.000000,39593159988.000000,6380254127.000000,,4876943478.000000,,3408090410.000000,70721248176.000000,212454596953.000000,138342976144.000000,24535936636.000000,106431620527.000000,,,106431620527.000000,,,,,,,7375418981.000000,138342976144.000000,350797573097.000000,,100000000000.000000,30625262356.000000,-114133336586.000000,-1330152739.000000,,15161773031.000000,365959346128.000000,1000000.000000
12M 2018,,,43115884677.000000,19397942994.000000,19397942994.000000,,19397942994.000000,7600214350.000000,2166503650.000000,5433710700.000000,7600214350.000000,52475087062.000000,19852056097.000000,142441185180.000000,,25008640310.000000,134660348312.000000,218452237142.000000,1658575827.000000,14646728966.000000,394426530557.000000,536867715737.000000,,,182305711934.000000,15000000000.000000,,55427381573.000000,,55427381573.000000,,7723795805.000000,79080052868.000000,86803848673.000000,6352754126.000000,,396943478.000000,,7980342704.000000,10344441380.000000,182305711934.000000,163683729035.000000,8030366344.000000,72711258615.000000,,,72711258615.000000,,,42176758791.000000,42176758791.000000,,,40765345285.000000,163683729035.000000,345989440969.000000,,100000000000.000000,30625262356.000000,-91701009659.000000,5496678.000000,151948525393.000000,190878274768.000000,536867715737.000000,1000000000.000000
12M 2019,,,47887586139.000000,33949294151.000000,33949294151.000000,,33949294151.000000,17546295723.000000,14494955594.000000,3051340129.000000,17546295723.000000,142285417655.000000,65048363438.000000,306716957106.000000,,142901927108.000000,83368602118.000000,314766491994.000000,2083129327.000000,21801874542.000000,564922025089.000000,871638982195.000000,,,228285647191.000000,26386510000.000000,,83001322447.000000,,83001322447.000000,,862172587.000000,56273254584.000000,57135427171.000000,16302754126.000000,43673003605.000000,157271478.000000,,1629358364.000000,,228285647191.000000,449977014482.000000,176482069206.000000,131019010816.000000,,,131019010816.000000,,,104341254911.000000,104341254911.000000,,,38134679549.000000,449977014482.000000,678262661673.000000,,140000000000.000000,30625262356.000000,-89201312821.000000,3845594.000000,111948525393.000000,193376320522.000000,871638982195.000000,1400000000.000000
12M 2020,,,1799602710.000000,174123284.000000,174123284.000000,,174123284.000000,12748685865.000000,9682794302.000000,3065891563.000000,12748685865.000000,71085046088.000000,43343880531.000000,129151338478.000000,,144269580894.000000,101047551269.000000,301176888285.000000,1827315307.000000,21801874542.000000,570123210297.000000,699274548775.000000,,,223507975633.000000,57406319750.000000,,81580602567.000000,,81580602567.000000,,922322587.000000,19634164819.000000,20556487406.000000,29646371599.000000,24443981018.000000,940242000.000000,,8933971293.000000,,223507975633.000000,388391484073.000000,115484659250.000000,131019010816.000000,,,131019010816.000000,,22742307939.000000,85465744420.000000,108208052359.000000,,,33679761648.000000,388391484073.000000,611899459706.000000,,140000000000.000000,30625262356.000000,-195202249053.000000,3550373.000000,111948525393.000000,87375089069.000000,699274548775.000000,1400000000.000000
12M 2021,,,1942543427.000000,8162501632.000000,8162501632.000000,,8162501632.000000,13722562551.000000,10247537438.000000,3475025113.000000,13722562551.000000,45531001836.000000,68279761505.000000,137638370951.000000,,143732082719.000000,85439544631.000000,133811169833.000000,1605539121.000000,21299374542.000000,385887710846.000000,523526081797.000000,,,261536435845.000000,64152763418.000000,,106760649310.000000,,106760649310.000000,,1721517383.000000,29230210392.000000,30951727775.000000,10600596163.000000,35212769681.000000,1557439227.000000,,12300490271.000000,,261536435845.000000,340003908811.000000,111945565882.000000,139600682276.000000,,,139600682276.000000,,18619059244.000000,31577220230.000000,50196279474.000000,,,38261381179.000000,340003908811.000000,601540344656.000000,,140000000000.000000,30578595689.000000,-360543685640.000000,2301699.000000,111948525393.000000,-78014262859.000000,523526081797.000000,1400000000.000000
12M 2022,,,15314049786.000000,35746572394.000000,35746572394.000000,,35746572394.000000,83062411811.000000,9845294302.000000,73217117509.000000,83062411811.000000,80781536232.000000,83733004836.000000,298637575059.000000,,140366058227.000000,84703068331.000000,129125317972.000000,3051550737.000000,43224646546.000000,400470641813.000000,699108216872.000000,,,349739377160.000000,4141042238.000000,,79612542900.000000,,79612542900.000000,,7962893403.000000,110828509056.000000,118791402459.000000,10966251283.000000,30963543189.000000,5091493351.000000,,12379517376.000000,87793584364.000000,349739377160.000000,388752089311.000000,158119490252.000000,20580000000.000000,,,20580000000.000000,,2550898192.000000,26979898759.000000,29530796951.000000,143389881929.000000,,37131920179.000000,388752089311.000000,738491466471.000000,,140000000000.000000,142527121082.000000,-321910940005.000000,569324.000000,,-39383249599.000000,699108216872.000000,1400000000.000000
