Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Usaha,Beban Penjualan,Beban Umum Dan Administrasi,Others,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Beban Keuangan,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Others,Total Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2016,80556703198.000000,-70026179774.000000,10530523424.000000,-20932902337.000000,,-10613068435.000000,-10072618762.000000,-247215140.000000,-20932902337.000000,-10402378913.000000,-305748503.000000,,-305748503.000000,-10708127416.000000,-18044115012.000000,-28752242428.000000,2178000.000000,2178000.000000,2178000.000000,-28750064428.000000,-28752242428.000000,-27841755337.000000,-910487091.000000,-28752242428.000000,-28750064428.000000,-27839653873.000000,-910410555.000000,-28750064428.000000
12M 2017,209702419422.000000,-145521957037.000000,64180462385.000000,-30821380642.000000,,-23267609951.000000,-11117048856.000000,3563278165.000000,-30821380642.000000,33359081743.000000,-1022706074.000000,,-1022706074.000000,32336375669.000000,-8336384368.000000,23999991301.000000,15780000.000000,15780000.000000,15780000.000000,24015771301.000000,23999991301.000000,23999904230.000000,87071.000000,23999991301.000000,24015771301.000000,24015684230.000000,87071.000000,24015771301.000000
12M 2018,272403703821.000000,-156070745635.000000,116332958186.000000,-75059303354.000000,,-31935520451.000000,-39674840627.000000,-3448942276.000000,-75059303354.000000,41273654832.000000,-10075935938.000000,,-10075935938.000000,31197718894.000000,-8896313250.000000,22301405644.000000,131204000.000000,131204000.000000,131204000.000000,22432609644.000000,22301405644.000000,22301122927.000000,282717.000000,22301405644.000000,22432609644.000000,22432326927.000000,282717.000000,22432609644.000000
12M 2019,271218864514.000000,-183088195872.000000,88130668642.000000,-71856682257.000000,,-53936934116.000000,-19945615089.000000,2025866948.000000,-71856682257.000000,16273986385.000000,-9815052877.000000,,-9815052877.000000,6458933508.000000,-3711798500.000000,2747135008.000000,-247226250.000000,-247226250.000000,-247226250.000000,2499908758.000000,2747135008.000000,2747150438.000000,-15430.000000,2747135008.000000,2499908758.000000,2499924188.000000,-15430.000000,2499908758.000000
12M 2020,170386015194.000000,-178730751650.000000,-8344736456.000000,-83158499032.000000,,-37005151901.000000,-19920750911.000000,-26232596220.000000,-83158499032.000000,-91503235488.000000,-14610718945.000000,,-14610718945.000000,-106113954433.000000,-174735880.000000,-106288690313.000000,287458860.000000,287458860.000000,287458860.000000,-106001231453.000000,-106288690313.000000,-106288395092.000000,-295221.000000,-106288690313.000000,-106001231453.000000,-106000936232.000000,-295221.000000,-106001231453.000000
12M 2021,43523306126.000000,-68532143690.000000,-25008837564.000000,-131169219347.000000,,-8594394807.000000,-18780000967.000000,-103794823573.000000,-131169219347.000000,-156178056911.000000,-9104553830.000000,,-9104553830.000000,-165282610741.000000,-81962100.000000,-165364572841.000000,21887580.000000,21887580.000000,21887580.000000,-165342685261.000000,-165364572841.000000,-165363324167.000000,-1248674.000000,-165364572841.000000,-165342685261.000000,-165341436587.000000,-1248674.000000,-165342685261.000000
12M 2022,456751065782.000000,-272106815142.000000,184644250640.000000,-115692932373.000000,,-118335148796.000000,-53676493102.000000,56318709525.000000,-115692932373.000000,68951318267.000000,-31257290623.000000,,-31257290623.000000,37694027644.000000,1334025896.000000,39028053540.000000,-397040280.000000,-397040280.000000,-397040280.000000,38631013260.000000,39028053540.000000,39029782584.000000,-1729044.000000,39028053540.000000,38631013260.000000,38632745635.000000,-1732375.000000,38631013260.000000
