Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2021,0.45,0.18,19.61,59.68,0.0,0.0,16.64,0.33,57.72
12M 2022,1.64,0.36,0.1,4.17,0.0,0.0,-0.26,0.02,2.24
12M 2023,1.51,0.42,0.09,4.61,0.0,0.0,0.01,0.02,2.54
12M 2024,1.42,0.55,0.08,4.19,0.0,0.0,-0.68,0.02,2.36
