Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2021,(82 B),(6 B),(88 B),-879622.55
12M 2022,602 B,(5 B),597 B,2925884.96
12M 2023,967 B,(8 B),959 B,4698052.52
12M 2024,"1,841 B",(115 B),"1,727 B",338.43
