Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Penjualan,Beban Umum Dan Administrasi,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Bagian Atas Hasil Bersih Entitas Asosiasi,Pendapatan Keuangan,Beban Keuangan,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Final,Pajak Tangguhan,Total Beban Pajak Penghasilan,Penyesuaian Proforma,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2021,125150167000.0,-63345813000.0,61804354000.0,-50667620000.0,-24697059000.0,-25970561000.0,-50667620000.0,11136734000.0,20544298000.0,15657968000.0,8742862000.0,-3587263000.0,-269269000.0,20544298000.0,31681032000.0,-3129254000.0,-3128755000.0,-499000.0,-3129254000.0,46863204000.0,75414982000.0,6472000.0,75421454000.0,75414982000.0,75452792000.0,-37810000.0,75414982000.0,75421454000.0,75459264000.0,-37810000.0,75421454000.0
12M 2022,574087977000.0,-176636895000.0,397451082000.0,-127996215000.0,-13014974000.0,-114981241000.0,-127996215000.0,269454867000.0,2502643000.0,10995731000.0,18367990000.0,-26384639000.0,-476439000.0,2502643000.0,271957510000.0,-14368823000.0,-14362612000.0,-6211000.0,-14368823000.0,38407833000.0,295996520000.0,830858000.0,296827378000.0,295996520000.0,276222882000.0,19773638000.0,295996520000.0,296827378000.0,276691934000.0,20135444000.0,296827378000.0
12M 2023,1953493186000.000000,-966623300000.000000,986869886000.000000,-148747493000.000000,-43144342000.000000,-105603151000.000000,-148747493000.000000,838122393000.000000,65536890000.000000,-304529000.000000,130791670000.000000,-64407152000.000000,-543099000.000000,65536890000.000000,903659283000.000000,-99123653000.000000,-77216632000.000000,-21907021000.000000,-99123653000.000000,,804535630000.000000,626018000.000000,805161648000.000000,804535630000.000000,578547284000.000000,225988346000.000000,804535630000.000000,805161648000.000000,578770289000.000000,226391359000.000000,805161648000.000000
12M 2024,2248978321000.000000,-976613585000.000000,1272364736000.000000,-144170795000.000000,-39872081000.000000,-104298714000.000000,-144170795000.000000,1128193941000.000000,41492022000.000000,-10819618000.000000,82027052000.000000,-29868553000.000000,153141000.000000,41492022000.000000,1169685963000.000000,-74076939000.000000,-60031175000.000000,-14045764000.000000,-74076939000.000000,,1095609024000.000000,180227000.000000,1095789251000.000000,1095609024000.000000,924759402000.000000,170849622000.000000,1095609024000.000000,1095789251000.000000,924827903000.000000,170961348000.000000,1095789251000.000000
