Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2021,0.00 B,754527.92,0.00,0.00,11.74 B,0.57%,34.29%,0.65%,3.10
12M 2022,0.00 B,1353489.69,0.00,0.00,276.75 B,1.75%,7.31%,3.93%,10.21
12M 2023,0.00 B,2834876.59,0.00,0.00,843.54 B,3.38%,15.60%,7.98%,13.01
12M 2024,5.10 B,181.25,0.00,0.00,"1,131.45 B",4.85%,20.30%,10.43%,37.77
