Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Berelasi,Pihak Ketiga,Total Piutang Usaha,Piutang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Piutang Lain-Lain,Pihak Berelasi,Total Piutang Lain-Lain,Aset Tetap,Investasi Pada Entitas Pengendalian Bersama,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Usaha,Pihak Berelasi,Pihak Ketiga,Total Utang Usaha,Utang Lain-Lain,Pihak Berelasi,Total Utang Lain-Lain,Utang Bank Jangka Pendek,Bagian Lancar Atas Liabilitas Jangka Panjang,Pinjaman Jangka Panjang Lainnya,Utang Sewa Pembiayaan,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Pajak,Beban Akrual,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Pajak Tangguhan,Utang Bank Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Sewa Pembiayaan,Pinjaman Jangka Panjang Lainnya,Utang Obligasi,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2019,,,125852000.000000,118918000.000000,115288000.000000,3630000.000000,118918000.000000,7788000.000000,7668000.000000,120000.000000,7788000.000000,14114000.000000,1659000.000000,268331000.000000,,10733000.000000,10733000.000000,10733000.000000,2172647000.000000,,121720000.000000,2305100000.000000,2573431000.000000,,,638232000.000000,,7224000.000000,75558000.000000,82782000.000000,,285178000.000000,285178000.000000,,,213261000.000000,,213261000.000000,11091000.000000,33654000.000000,12266000.000000,638232000.000000,995832000.000000,20113000.000000,,,,966632000.000000,,966632000.000000,9087000.000000,995832000.000000,1634064000.000000,,83093000.000000,-27804000.000000,884189000.000000,396365000.000000,487824000.000000,884189000.000000,-111000.000000,,939367000.000000,2573431000.000000,775256.000000
12M 2020,,,154863000.000000,138448000.000000,135169000.000000,3279000.000000,138448000.000000,10229000.000000,10167000.000000,62000.000000,10229000.000000,14571000.000000,1633000.000000,319744000.000000,,10558000.000000,10558000.000000,10558000.000000,2078024000.000000,,143040000.000000,2231622000.000000,2551366000.000000,,,674544000.000000,,1104000.000000,67451000.000000,68555000.000000,,315719000.000000,315719000.000000,,,228304000.000000,458000.000000,228762000.000000,10411000.000000,30641000.000000,20456000.000000,674544000.000000,854004000.000000,19515000.000000,,,393000.000000,813684000.000000,,814077000.000000,20412000.000000,854004000.000000,1528548000.000000,,83093000.000000,-27804000.000000,956327000.000000,396365000.000000,559962000.000000,956327000.000000,-145000.000000,11347000.000000,1022818000.000000,2551366000.000000,775256.000000
12M 2021,,,125335000.000000,124583000.000000,121333000.000000,3250000.000000,124583000.000000,6879000.000000,6843000.000000,36000.000000,6879000.000000,16463000.000000,6526000.000000,279786000.000000,,9668000.000000,9668000.000000,9668000.000000,1957307000.000000,,150720000.000000,2117695000.000000,2397481000.000000,,,199867000.000000,,2026000.000000,70558000.000000,72584000.000000,,27007000.000000,27007000.000000,,,16277000.000000,2156000.000000,18433000.000000,14793000.000000,35144000.000000,31906000.000000,199867000.000000,968561000.000000,12353000.000000,600000000.000000,,2106000.000000,338105000.000000,,340211000.000000,15997000.000000,968561000.000000,1168428000.000000,,1102855000.000000,-27804000.000000,137047000.000000,49908000.000000,87139000.000000,137047000.000000,-179000.000000,17134000.000000,1229053000.000000,2397481000.000000,15523071.000000
12M 2022,,,262302000.000000,123223000.000000,120125000.000000,3098000.000000,123223000.000000,2368000.000000,2337000.000000,31000.000000,2368000.000000,20082000.000000,25332000.000000,433307000.000000,,8533000.000000,8533000.000000,8533000.000000,1901716000.000000,,131582000.000000,2041831000.000000,2475138000.000000,,,857782000.000000,,1782000.000000,63774000.000000,65556000.000000,,97696000.000000,97696000.000000,600000000.000000,,15580000.000000,1864000.000000,17444000.000000,10860000.000000,37437000.000000,28789000.000000,857782000.000000,361815000.000000,13903000.000000,,,160000.000000,327704000.000000,,327864000.000000,20048000.000000,361815000.000000,1219597000.000000,,1102855000.000000,-27804000.000000,164958000.000000,104950000.000000,60008000.000000,164958000.000000,-200000.000000,15732000.000000,1255541000.000000,2475138000.000000,41396142000.000000
12M 2023,,,677717000.000000,136291000.000000,132273000.000000,4018000.000000,136291000.000000,5521000.000000,5420000.000000,101000.000000,5521000.000000,22644000.000000,21105000.000000,863278000.000000,,8256000.000000,8256000.000000,8256000.000000,1941009000.000000,11640000.000000,139958000.000000,2100863000.000000,2964141000.000000,,,244104000.000000,,4543000.000000,77977000.000000,82520000.000000,,25952000.000000,25952000.000000,,,15500000.000000,910000.000000,16410000.000000,18007000.000000,83333000.000000,17882000.000000,244104000.000000,748781000.000000,15466000.000000,,,1113000.000000,315083000.000000,398236000.000000,714432000.000000,18883000.000000,748781000.000000,992885000.000000,,1470520000.000000,183525000.000000,298295000.000000,132269000.000000,166026000.000000,298295000.000000,-224000.000000,19140000.000000,1971256000.000000,2964141000.000000,41396142000.000000
12M 2024,,,655191000.000000,128125000.000000,124627000.000000,3498000.000000,128125000.000000,4139000.000000,4041000.000000,98000.000000,4139000.000000,18486000.000000,22614000.000000,828555000.000000,,7529000.000000,7529000.000000,7529000.000000,2024607000.000000,12093000.000000,124618000.000000,2168847000.000000,2997402000.000000,,,227296000.000000,,2234000.000000,94561000.000000,96795000.000000,,10137000.000000,10137000.000000,,,15172000.000000,1402000.000000,16574000.000000,5755000.000000,88053000.000000,9982000.000000,227296000.000000,761354000.000000,21890000.000000,,,2549000.000000,328047000.000000,398643000.000000,729239000.000000,10225000.000000,761354000.000000,988650000.000000,,1474494000.000000,188293000.000000,332053000.000000,167438000.000000,164615000.000000,332053000.000000,-416000.000000,14328000.000000,2008752000.000000,2997402000.000000,41508024149.000000
