Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Umum Dan Administrasi,Others,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Beban Keuangan,Pendapatan Keuangan,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2019,666876000.000000,-486093000.000000,180783000.000000,-11753000.000000,-6345000.000000,-5408000.000000,-11753000.000000,169030000.000000,-23171000.000000,-24975000.000000,1804000.000000,,-23171000.000000,145859000.000000,-50302000.000000,95557000.000000,-881000.000000,94676000.000000,95557000.000000,95588000.000000,-31000.000000,95557000.000000,94676000.000000,94707000.000000,-31000.000000,94676000.000000
12M 2020,353961000.000000,-164194000.000000,189767000.000000,-57088000.000000,-1298000.000000,-55790000.000000,-57088000.000000,132679000.000000,-21972000.000000,-23102000.000000,1130000.000000,,-21972000.000000,110707000.000000,-37875000.000000,72832000.000000,10619000.000000,83451000.000000,72832000.000000,72866000.000000,-34000.000000,72832000.000000,83451000.000000,83485000.000000,-34000.000000,83451000.000000
12M 2021,368824000.000000,-182327000.000000,186497000.000000,-43228000.000000,-4722000.000000,-38506000.000000,-43228000.000000,143269000.000000,-13755000.000000,-14564000.000000,809000.000000,,-13755000.000000,129514000.000000,-44472000.000000,85042000.000000,9771000.000000,94813000.000000,85042000.000000,85076000.000000,-34000.000000,85042000.000000,94813000.000000,94847000.000000,-34000.000000,94813000.000000
12M 2022,386068000.000000,-173208000.000000,212860000.000000,-4479000.000000,-11801000.000000,7322000.000000,-4479000.000000,208381000.000000,-13620000.000000,-14822000.000000,1202000.000000,,-13620000.000000,194761000.000000,-67442000.000000,127319000.000000,-831000.000000,126488000.000000,127319000.000000,127340000.000000,-21000.000000,127319000.000000,126488000.000000,126509000.000000,-21000.000000,126488000.000000
12M 2023,406288000.0,-158352000.0,247936000.0,-21881000.0,-26151000.0,4270000.0,-21881000.0,226055000.0,14906000.0,-24215000.0,22171000.0,16950000.0,14906000.0,240961000.0,-77391000.0,163570000.0,3137000.0,166707000.0,163570000.0,163594000.0,-24000.0,163570000.0,166707000.0,166731000.0,-24000.0,166707000.0
12M 2024,407120000.0,-164885000.0,242235000.0,-31964000.0,-31507000.0,-457000.0,-31964000.0,210271000.0,17888000.0,-32114000.0,33565000.0,16437000.0,17888000.0,228159000.0,-67857000.0,160302000.0,-3148000.0,157154000.0,160302000.0,160494000.0,-192000.0,160302000.0,157154000.0,157346000.0,-192000.0,157154000.0
