Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2008,5.59,295.11,5.59,295.11,127 B,,127 B,123 B,70 B
12M 2009,4.44,376.41,4.44,376.41,66 B,,66 B,60 B,89 B
12M 2010,0.79,439.05,0.79,439.05,82 B,8 B,90 B,81 B,104 B
12M 2011,2.67,501.83,2.67,501.83,144 B,17 B,160 B,148 B,112 B
12M 2012,2.25,648.34,2.25,648.34,146 B,11 B,157 B,140 B,133 B
12M 2013,0.67,848.34,0.67,848.34,221 B,5 B,225 B,210 B,168 B
12M 2014,0.77,1037.26,0.77,1037.26,115 B,2 B,117 B,105 B,194 B
12M 2015,0.52,1233.64,0.52,1233.64,86 B,7 B,93 B,51 B,249 B
12M 2016,0.68,1399.58,0.68,1399.58,48 B,4 B,53 B,(53 B),287 B
12M 2017,0.60,1432.86,0.60,1432.86,77 B,,77 B,(27 B),296 B
12M 2018,0.43,1479.16,0.43,1479.16,149 B,,149 B,85 B,286 B
12M 2019,0.50,1537.16,0.50,1537.16,119 B,,119 B,44 B,315 B
12M 2020,0.47,1599.84,0.47,1599.84,50 B,,50 B,(61 B),356 B
12M 2021,0.62,1652.78,0.62,1652.78,124 B,,124 B,(67 B),375 B
12M 2022,0.55,1704.34,0.55,1704.34,95 B,,95 B,(63 B),395 B
12M 2023,0.54,1813.89,0.54,1813.89,65 B,,65 B,(165 B),450 B
12M 2024,0.57,1871.19,0.57,1871.19,61 B,,61 B,(179 B),478 B
