Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Obligasi Pemerintah,Piutang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Piutang Lain-Lain,Hewan Ternak Produksi - Berumur Panjang,Aset Tetap,Aset Tak Berwujud,Aset Pajak Tangguhan,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Pajak,Utang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Utang Lain-Lain,Beban Akrual,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank Jangka Panjang,Utang Sewa Pembiayaan,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Obligasi Konversi,Utang Pihak Berelasi,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank Jangka Panjang,Utang Sewa Pembiayaan,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Adjustment,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2019,,,2892479585.000000,10202876211.000000,,,10202876211.000000,3493214042.000000,3493214042.000000,,3493214042.000000,76684763204.000000,44486589995.000000,137759923037.000000,,,18783364682.000000,5040000000.000000,13743364682.000000,18783364682.000000,,55701470317.000000,403863908.000000,1890774987.000000,6329307500.000000,83108781394.000000,220868704431.000000,,,91940934068.000000,78353097658.000000,3202833421.000000,,,3202833421.000000,1337205872.000000,,,,,441247595.000000,,7024831169.000000,387358334.000000,7412189503.000000,1194360019.000000,91940934068.000000,48969265788.000000,28890000000.000000,,,17185653161.000000,142566670.000000,,17328219831.000000,2751045957.000000,48969265788.000000,140910199856.000000,,74770000000.000000,5208254851.000000,,,,,894071543.000000,,-913821819.000000,79958504575.000000,220868704431.000000,1495400000.000000
12M 2020,,,369451027.000000,25512697931.000000,,,25512697931.000000,4081336047.000000,4081336047.000000,,4081336047.000000,75248708526.000000,48518808308.000000,153731001839.000000,,,15640030657.000000,4540000000.000000,11100030657.000000,15640030657.000000,,66466209647.000000,277240689.000000,2055070658.000000,33020000000.000000,117458551651.000000,271189553490.000000,,,104667366803.000000,79625325194.000000,5957057575.000000,,,5957057575.000000,419353728.000000,2666759106.000000,,,2666759106.000000,516247595.000000,,7145641035.000000,433166070.000000,7578807105.000000,7903816500.000000,104667366803.000000,18757883354.000000,,,,15304501421.000000,13200600.000000,,15317702021.000000,3440181333.000000,18757883354.000000,123425250157.000000,,108127150000.000000,39050692506.000000,-73176548.000000,,-73176548.000000,-73176548.000000,393021087.000000,,266616288.000000,147764303333.000000,271189553490.000000,2162543000.000000
12M 2021,,,24655344251.000000,59451546741.000000,59451546741.000000,,59451546741.000000,8199067164.000000,8199067164.000000,,8199067164.000000,72850392509.000000,18964043236.000000,184120393901.000000,,,6810087610.000000,3627500000.000000,3182587610.000000,6810087610.000000,,70830962313.000000,290285040.000000,2364295950.000000,30000000000.000000,110295630913.000000,294416024814.000000,,,123621955121.000000,67793587800.000000,,17982241018.000000,,17982241018.000000,2760823418.000000,8997090986.000000,,,8997090986.000000,147762513.000000,,6963418881.000000,938789933.000000,7902208814.000000,18038240572.000000,123621955121.000000,13021832330.000000,,,,8341082551.000000,,,8341082551.000000,4680749779.000000,13021832330.000000,136643787451.000000,,108127258250.000000,39051125506.000000,10089812722.000000,100000000.000000,9989812722.000000,10089812722.000000,419679963.000000,,84360922.000000,157772237363.000000,294416024814.000000,2162545165.000000
12M 2022,,,282717748.000000,21398123167.000000,21398123167.000000,,21398123167.000000,4263020413.000000,4263020413.000000,,4263020413.000000,142967168174.000000,26570986557.000000,195482016059.000000,,,4783375058.000000,2715000000.000000,2068375058.000000,4783375058.000000,,70087981104.000000,93663102.000000,2384386680.000000,40500000000.000000,117849405944.000000,313331422003.000000,,,134038927498.000000,83960586899.000000,,31862183073.000000,,31862183073.000000,658322290.000000,3083149152.000000,,,3083149152.000000,410262513.000000,,7183690071.000000,1064020902.000000,8247710973.000000,5816712598.000000,134038927498.000000,18785966453.000000,,,,12946589070.000000,1476071000.000000,,14422660070.000000,4363306383.000000,18785966453.000000,152824893951.000000,,108127333600.000000,39051243306.000000,12228340585.000000,1100000000.000000,11128340585.000000,12228340585.000000,434632432.000000,,664978129.000000,160506528052.000000,313331422003.000000,2162546672.000000
12M 2023,,,1926898223.000000,18496017556.000000,18496017556.000000,,18496017556.000000,3478254208.000000,3478254208.000000,,3478254208.000000,175678770690.000000,35461107925.000000,235041048602.000000,,,3622375595.000000,1802500000.000000,1819875595.000000,3622375595.000000,,113938344292.000000,47658635.000000,3031762856.000000,,120640141378.000000,355681189980.000000,,,185899019956.000000,133634433446.000000,,26974655388.000000,,26974655388.000000,439229034.000000,,886572875.000000,5617057668.000000,6503630543.000000,237762471.000000,,14638266446.000000,2470585501.000000,17108851947.000000,1000457127.000000,185899019956.000000,13908382882.000000,,,,6458233200.000000,1212606625.000000,,7670839825.000000,6237543057.000000,13908382882.000000,199807402838.000000,,108127356100.000000,39051310806.000000,8294818180.000000,1200000000.000000,7094818180.000000,8294818180.000000,353798484.000000,,46503572.000000,155873787142.000000,355681189980.000000,2162547122.000000
12M 2024,,,2627046590.000000,17942738477.000000,17942738477.000000,,17942738477.000000,3193220093.000000,3193220093.000000,,3193220093.000000,226633189204.000000,43285830151.000000,293682024515.000000,,,4851374061.000000,890000000.000000,3961374061.000000,4851374061.000000,,91429322799.000000,1654167.000000,3264911855.000000,4736647598.000000,104283910480.000000,397965934995.000000,,,222694832697.000000,171472141890.000000,,30893642111.000000,,30893642111.000000,1428855923.000000,,4809994992.000000,5681455843.000000,10491450835.000000,,,1415384555.000000,1334191327.000000,2749575882.000000,5659166056.000000,222694832697.000000,7972401389.000000,,1096022986.000000,,,536781514.000000,,536781514.000000,6339596889.000000,7972401389.000000,230667234086.000000,,108127356100.000000,34525055955.000000,14988615455.000000,1200000000.000000,13788615455.000000,14988615455.000000,465279691.000000,,9192393708.000000,167298700909.000000,397965934995.000000,2162547122.000000
