Period,Arus Kas Dari Aktivitas Operasi,Penerimaan Kas Dari Pelanggan,"Pengeluaran Kas Kepada Pemasok, Karyawan Dan Beban Operasi Lainnya :",Pemasok,Karyawan,Beban Operasi Lain,"Total Pengeluaran Kas Kepada Pemasok, Karyawan Dan Beban Operasi Lainnya :",Adjustment,Pembayaran Atas:,Beban Bunga,Pajak Penghasilan,Total Pembayaran Atas:,Adjustment,Total Arus Kas Dari Aktivitas Operasi,Arus Kas Dari Aktivitas Investasi,Pembayaran Uang Muka Pembelian Tanah,Uang Muka Pembelian Kantor,Uang Muka Kontraktor,Pembatalan Uang Muka Kontraktor,Uang Muka Pembelian Tanah,Hasil Penjualan Aset Tetap,Penambahan Investasi Atas Pengalihan Saham Entitas Anak Dari Kepentingan Nonpengendali,Penerimaan Kas Dari Penyertaan Saham Minoritas,Perolehan Aset Tak Berwujud,Hasil Penjualan Hewan Ternak,Kas Yang Diperoleh Saat Konsolidasi,Penyertaan Saham,Obligasi Pemerintah,Perolehan Aset Tetap,Adjustment,Total Arus Kas Dari Aktivitas Investasi,Arus Kas Dari Aktivitas Pendanaan,Penerimaan Dari Eksekusi Waran Seri I,Penerimaan Pinjaman Bank,Pembayaran Utang Bank,Pembayaran Utang Pembiayaan Konsumen,Penurunan Piutang Pihak Berelasi,Pembayaran Piutang Pihak Berelasi,Penerimaan Utang Pihak Berelasi,Penerimaan Setoran Agio Saham,Penerimaan Dari Obligasi Konversi,Pembayaran Pinjaman Jangka Panjang Yang Jatuh Tempo Dalam Satu Tahun:,Utang Bank,Utang Obligasi - Bersih,Total Pembayaran Pinjaman Jangka Panjang Yang Jatuh Tempo Dalam Satu Tahun:,Penambahan Modal Disetor,Setoran Modal Saham Dari Entitas Non-Pengendali Entitas Anak,Pembayaran Biaya Emisi,Adjustment,Total Arus Kas Dari Aktivitas Pendanaan,Kenaikan (Penurunan) Bersih Kas Dan Setara Kas,Penerimaan (Penurunan) Neto Pinjaman Rekening Koran,Kas Dan Setara Kas Awal Periode,Adjustment,Total Kas Dan Setara Kas Awal Periode,Kas Dan Setara Kas Akhir Periode
12M 2019,-21722928674.000000,372371904576.000000,,-322255620597.000000,-36789283777.000000,-19598250650.000000,-378643155024.000000,,,-11331264132.000000,-4120414094.000000,-15451678226.000000,,-21722928674.000000,-45846883309.000000,,-1390388805.000000,-3020000000.000000,,-35000000000.000000,,,,,,,,,-6436494504.000000,,-45846883309.000000,68759092017.000000,,196120407545.000000,-197387983720.000000,-779657767.000000,,-8083674041.000000,,,28890000000.000000,,,,,50000000000.000000,,,,68759092017.000000,1189280034.000000,,1487815479.000000,,1487815479.000000,2677095513.000000
12M 2020,-35479309741.000000,507788204563.000000,,-466745729240.000000,-44217525470.000000,-16148714501.000000,-527111969211.000000,,,-12129648894.000000,-4025896199.000000,-16155545093.000000,,-35479309741.000000,-7209583753.000000,,,,,,63000000.000000,-504000000.000000,,,,,,,-6768583753.000000,,-7209583753.000000,40381249008.000000,,,-488114338.000000,-83558334.000000,,2643334025.000000,,18709587655.000000,,,,,,19600000000.000000,,,,40381249008.000000,-2307644486.000000,,2677095513.000000,,2677095513.000000,369451027.000000
12M 2021,42843841325.000000,1106059840172.000000,,-972344739684.000000,-44279509460.000000,-40151367803.000000,-1056775616947.000000,,,-11218018091.000000,4777636191.000000,-6440381900.000000,,42843841325.000000,-976855384.000000,,,3020000000.000000,,,833500000.000000,,,-184017870.000000,,,,,-4646337514.000000,,-976855384.000000,-9749355323.000000,541250.000000,,-11145641024.000000,-1177076737.000000,,2572821188.000000,,,,,,,,,,,,-9749355323.000000,32117630618.000000,-7831737394.000000,369451027.000000,,369451027.000000,24655344251.000000
12M 2022,-31744701654.000000,551029712885.000000,,-516672548870.000000,-17054740364.000000,-37432603881.000000,-571159893115.000000,,,-8413328697.000000,-3201192727.000000,-11614521424.000000,,-31744701654.000000,-12387211503.000000,,,-10500000000.000000,,,204000000.000000,,,,,,,,-2091211503.000000,,-12387211503.000000,15592287555.000000,193150.000000,24243600000.000000,-7417822291.000000,-2522198031.000000,,1283514727.000000,,,,,,,,5000000.000000,,,,15592287555.000000,-28539625602.000000,4166999099.000000,24655344251.000000,,24655344251.000000,282717748.000000
12M 2023,-40089647812.000000,509384640051.000000,,-481289547386.000000,-17600712004.000000,-37461928502.000000,-536352187892.000000,,,-12237396653.000000,-884703318.000000,-13122099971.000000,,-40089647812.000000,-7020619498.000000,,,,,,1719158193.000000,,,,,,,,-8739777691.000000,,-7020619498.000000,39387638441.000000,90000.000000,60126456711.000000,-18853199003.000000,-2325299776.000000,,430840509.000000,,,,,,,,8750000.000000,,,,39387638441.000000,-7722628869.000000,9366809344.000000,282717748.000000,,282717748.000000,1926898223.000000
12M 2024,-40561199108.000000,517703986400.000000,,-487592641657.000000,-32010999656.000000,-18142420237.000000,-537746061550.000000,,,-15216959714.000000,-5302164244.000000,-20519123958.000000,,-40561199108.000000,-930164167.000000,,,,,,147583333.000000,,,,,,,,-1077747500.000000,,-930164167.000000,26667441923.000000,,233905607536.000000,-205823746521.000000,-770124000.000000,,-644295092.000000,,,,,,,,,,,,26667441923.000000,-14823921352.000000,15524069719.000000,1926898223.000000,,1926898223.000000,2627046590.000000
