Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2017,(6 B),,(6 B),-25.39
12M 2018,(11 B),,(11 B),-17.07
12M 2019,1 B,,1 B,0.99
12M 2020,6 B,,6 B,9.76
12M 2021,2 B,,2 B,2.36
12M 2022,54 B,,54 B,82.32
12M 2023,4 B,,4 B,6.35
12M 2024,32 B,,32 B,49.37
