Period,Arus Kas Dari Aktivitas Operasi,Penerimaan Dari Pelanggan,Pembayaran Kepada Pemasok Dan Pihak Ketiga,Pembayaran Karyawan,Penerimaan Penghasilan Bunga,Pembayaran Pajak,Pembayaran Bunga Dan Beban Keuangan,Total Arus Kas Dari Aktivitas Operasi,Arus Kas Dari Aktivitas Investasi,Perolehan Hak Atas Tanah,Uang Muka Investasi Saham,Pembayaran Untuk Proyek Pembangunan Gedung,Penerimaan Dari Penjualan Tanaman Perkebunan,Perolehan Aset Tetap,Penjualan Aset Tetap,Pemeliharaan Tanaman Perkebunan Belum Menghasilkan,Cassie Atas Pinjaman Entitas Anak,Akuisisi Entitas Anak,Total Arus Kas Dari Aktivitas Investasi,Arus Kas Dari Aktivitas Pendanaan,Penambahan Modal Saham Melalui Penawaran Umum Saham Perdana,Penerimaan,Biaya Emisi Saham,Total Penambahan Modal Saham Melalui Penawaran Umum Saham Perdana,Penambahan Modal Entitas Anak,Penambahan Modal Saham Melalui Penukaran Waran Seri I,Penambahan Modal Disetor,Utang Bank - Jangka Panjang,Penerimaan,Pembayaran,Total Utang Bank - Jangka Panjang,Pembayaran Utang Sewa Pembiayaan,Pembayaran Bunga Dan Beban Keuangan,Utang Bank - Jangka Pendek,Penerimaan,Pembayaran,Total Utang Bank - Jangka Pendek,Penerimaan Dana Syirkah Temporer,Pihak-Pihak Berelasi,Penerimaan,Pembayaran,Total Pihak-Pihak Berelasi,Pembayaran Ujroh,Penerimaan Utang Pemegang Saham,Penerimaan Dari Penerbitan Saham Preferen,Penerimaan (Pengeluaran) Kas Lainnya Dari Aktivitas Pendanaan,Pelunasan Pinjaman Dari Pihak Ketiga,Pinjaman Dari Pihak Ketiga,Penerimaan,Pembayaran,Total Pinjaman Dari Pihak Ketiga,Total Arus Kas Dari Aktivitas Pendanaan,Kenaikan (Penurunan) Bersih Kas Dan Setara Kas,Pengurangan Kas Entitas Anak,Dampak Neto Perubahan Nilai Tukar Atas Kas Dan Setara Kas,Kas Dan Setara Kas Awal Periode,Kas Dan Setara Kas Akhir Periode
12M 2013,-13804753928.000000,94370731621.000000,-18286703232.000000,-66942257220.000000,152653155.000000,-2449283920.000000,-20649894332.000000,-13804753928.000000,-84711973906.000000,-6628359059.000000,,-796633863.000000,,-28408293667.000000,68471000.000000,-48947158317.000000,,,-84711973906.000000,125067355037.000000,,,,,,,,,,-36295895524.000000,-36295895524.000000,-12282925344.000000,,,157748000000.000000,-39961000000.000000,117787000000.000000,,,6061875905.000000,,6061875905.000000,,,,,,,49797300000.000000,,49797300000.000000,125067355037.000000,26550627203.000000,,1084516852.000000,13949861036.000000,41585005091.000000
12M 2014,-103996085744.000000,142144542979.000000,-125790201810.000000,-107870383039.000000,4285647907.000000,-3211280213.000000,-13554411568.000000,-103996085744.000000,-178760402507.000000,-18274068159.000000,-14450000000.000000,,,-1575272069.000000,,-59955272976.000000,-79659394250.000000,-4846395053.000000,-178760402507.000000,708734108716.000000,,230400000000.000000,-5822730884.000000,224577269116.000000,,,,,872681488415.000000,-114484876371.000000,758196612044.000000,-15600415047.000000,-27443138989.000000,,61335000000.000000,-186032000000.000000,-124697000000.000000,,,10504576408.000000,-60998705900.000000,-50494129492.000000,,,,,,,5738400000.000000,-61543488916.000000,-55805088916.000000,708734108716.000000,425977620465.000000,,19411121444.000000,41585005090.000000,486973746999.000000
12M 2015,-30898578195.000000,137172179746.000000,-107697857968.000000,-63378952217.000000,6702833619.000000,-1713013748.000000,-1983767627.000000,-30898578195.000000,-379719745605.000000,-102372722673.000000,,,,-47268483069.000000,,-220115385602.000000,,-9963154261.000000,-379719745605.000000,-74146679527.000000,,,-3412820280.000000,-3412820280.000000,,,,,,-1200000000.000000,-1200000000.000000,-9757002639.000000,-64776856608.000000,,,,,,,5000000000.000000,,5000000000.000000,,,,,,,,,,-74146679527.000000,-484765003327.000000,,32719097.000000,486973747000.000000,2241462770.000000
12M 2016,40326275473.000000,175034185090.000000,-28992612337.000000,-105273618470.000000,76590586.000000,,-518269396.000000,40326275473.000000,-188285848170.000000,-3892286310.000000,,,,-28662454674.000000,,-139782890986.000000,,-15948216200.000000,-188285848170.000000,148566238766.000000,,,,,,2016.000000,,,135030000000.000000,-5644028045.000000,129385971955.000000,-2633909232.000000,-64614764314.000000,,,,,,,36065978341.000000,,36065978341.000000,,46583000000.000000,,3779960000.000000,,,,,,148566238766.000000,606666069.000000,,-6795046.000000,2241462770.000000,2841333793.000000
12M 2017,59820553498.000000,225654961793.000000,-85952604704.000000,-73381556655.000000,12031771.000000,,-6512278707.000000,59820553498.000000,-57640682920.000000,,,,,-2852019063.000000,,-47788663857.000000,,-7000000000.000000,-57640682920.000000,-4019971197.000000,,,,,,216576.000000,,,,-1300000000.000000,-1300000000.000000,-466027074.000000,-32971991545.000000,,,,,9939959539.000000,,33746490785.000000,,33746490785.000000,-13571252478.000000,,,602633000.000000,,,,,,-4019971197.000000,-1840100619.000000,,1720120.000000,2841333793.000000,1002953294.000000
12M 2018,13812025452.000000,111033823850.000000,-23267649995.000000,-72066364476.000000,5078036.000000,-944560031.000000,-948301932.000000,13812025452.000000,-8954512315.000000,-17307000.000000,,,,-1630514590.000000,22158712457.000000,-29465403182.000000,,,-8954512315.000000,-4827110216.000000,,,,,,,,,29076039352.000000,-22872066.000000,29053167286.000000,-19418790.000000,-31823744223.000000,,,,,,,-3795543728.000000,,-3795543728.000000,,,,,,,,1758429239.000000,1758429239.000000,-4827110216.000000,30402921.000000,,,1002953294.000000,1033356215.000000
12M 2019,10458456670.000000,28437651384.000000,-3850708777.000000,-14096805457.000000,1147616.000000,,-32828096.000000,10458456670.000000,-52405209331.000000,,,,,-22745000.000000,743026501.000000,-53125490832.000000,,,-52405209331.000000,41600093528.000000,,,,,,,,,,,,,,,,,,15277238908.000000,,17363584135.000000,,17363584135.000000,,,,,,,8959270485.000000,,8959270485.000000,41600093528.000000,-346659133.000000,,,1033356216.000000,686697083.000000
12M 2020,1036960902.000000,4572129735.000000,-2026695720.000000,-1502550460.000000,1755.000000,,-5924408.000000,1036960902.000000,-386187791996.000000,,,,,,,-15803791996.000000,-370384000000.000000,,-386187791996.000000,385203567724.000000,,,,,,,,,,,,,,,,,,14884752760.000000,,-2177763121.000000,371963732249.000000,369785969128.000000,,,,,532845836.000000,,,,,385203567724.000000,52736630.000000,-571273820.000000,,686697082.000000,168159892.000000
