Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Piutang Pihak Berelasi,Piutang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Piutang Lain-Lain,Investasi Pada Entitas Asosiasi,Aset Tetap,Tanaman Perkebunan,Tanaman Telah Menghasilkan,Tanaman Belum Menghasilkan,Total Tanaman Perkebunan,Goodwill,Aset Tak Berwujud,Aset Pajak Tangguhan,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Usaha,Pihak Ketiga,Total Utang Usaha,Utang Pajak,Beban Akrual,Utang Bank Jangka Pendek,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Pihak Berelasi,Utang Bank Jangka Panjang,Utang Sewa Pembiayaan,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank Jangka Panjang,Utang Sewa Pembiayaan,Utang Pihak Berelasi,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Dana Syirkah Temporer,Liabilitas Pajak Tangguhan,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2013,,,41585005090.000000,2411088645.000000,,,2411088645.000000,16741816676.000000,20373226739.000000,81111137150.000000,,7033047012.000000,,,,,5000000000.000000,296492093750.000000,595816041178.000000,,,595816041178.000000,,16185300183.000000,3113035452.000000,103122307918.000000,1026761825493.000000,1107872962643.000000,,,301491071575.000000,,13040386112.000000,13040386112.000000,1827653031.000000,6779401044.000000,134079000000.000000,,27365801237.000000,44195895524.000000,11864466484.000000,83426163245.000000,62338468143.000000,301491071575.000000,112073046138.000000,,70288980847.000000,9367152394.000000,25553417745.000000,105209550986.000000,,,,,,2106840710.000000,4756654442.000000,112073046138.000000,413564117713.000000,,2500000000.000000,,-22160000.000000,,691831004929.000000,694308844929.000000,1107872962642.000000,2500.000000
12M 2014,,,486973747000.000000,3936968196.000000,,,3936968196.000000,46494941028.000000,39972801232.000000,577378457456.000000,,9686369522.000000,,,,,,301466463660.000000,865076288939.000000,,,865076288939.000000,,16193091437.000000,17089405021.000000,188732533661.000000,1398244152240.000000,1975622609696.000000,,,78161525105.000000,,38922548372.000000,38922548372.000000,1807936511.000000,17377826808.000000,,,,1200000000.000000,4599107327.000000,5799107327.000000,14254106087.000000,78161525105.000000,965531934532.000000,,945394195271.000000,7091401657.000000,78412000.000000,952564008928.000000,,,,,,6833076088.000000,6134849516.000000,965531934532.000000,1043693459637.000000,,366500000000.000000,314206513326.000000,9304702312.000000,241917934421.000000,,931929150059.000000,1975622609696.000000,3665000000.000000
12M 2015,,,2241462770.000000,5341700120.000000,,,5341700120.000000,88063575792.000000,50884533021.000000,146531271703.000000,,4578451595.000000,,,,,,339454689125.000000,1314679331555.000000,,,1314679331555.000000,,21975012968.000000,21939998170.000000,314361726945.000000,2016989210358.000000,2163520482061.000000,,,177752061184.000000,,97203540868.000000,97203540868.000000,698344608.000000,17419479807.000000,,,,3800000000.000000,2633909407.000000,6433909407.000000,55996786494.000000,177752061184.000000,1066217030541.000000,,1051617757428.000000,485445689.000000,406711752.000000,1052509914869.000000,,,,,,9176658774.000000,4530456898.000000,1066217030541.000000,1243969091725.000000,,366500000000.000000,310793693046.000000,-3270459719.000000,245528157009.000000,,919551390336.000000,2163520482061.000000,3665000000.000000
12M 2016,,,2841333793.000000,6507651781.000000,,,6507651781.000000,45537004435.000000,19195752739.000000,74081742748.000000,,10431279188.000000,,,,,,349125319815.000000,1584068424577.000000,360607489094.000000,1223460935483.000000,1584068424577.000000,14558903774.000000,6394530942.000000,17906555141.000000,319475924491.000000,2301960937928.000000,2376042680676.000000,,,174007074307.000000,,94111177843.000000,94111177843.000000,4418820303.000000,29686854160.000000,,,,5500000000.000000,466027486.000000,5966027486.000000,39824194515.000000,174007074307.000000,1228226371116.000000,,1167441803584.000000,19418378.000000,42527517685.000000,1209988739647.000000,,,,,,8955366139.000000,9282265330.000000,1228226371116.000000,1402233445423.000000,,366500000700.000000,310793694362.000000,-2938031571.000000,299453571762.000000,,973809235253.000000,2376042680676.000000,3665000007.000000
12M 2017,,,1002953294.000000,3730143329.000000,,,3730143329.000000,38596555272.000000,14714760349.000000,58044412244.000000,,7017460692.000000,,,,,,344453645980.000000,1743800870472.000000,,,1743800870472.000000,,20223616770.000000,9106032948.000000,288552122124.000000,2413153748986.000000,2471198161230.000000,,,456335199382.000000,,80499861994.000000,80499861994.000000,7871120124.000000,66794086874.000000,,,,222884400000.000000,19418790.000000,222903818790.000000,78266311600.000000,456335199382.000000,1077143162033.000000,,868823541946.000000,,72860189975.000000,941683731921.000000,,,,,117442216352.000000,7704131463.000000,10313082297.000000,1077143162033.000000,1533478361415.000000,,366500075900.000000,310793835738.000000,-30916383627.000000,291342271804.000000,,937719799815.000000,2471198161230.000000,3665000759.000000
12M 2018,,,1033356216.000000,3710346269.000000,,,3710346269.000000,33319251050.000000,16957669164.000000,55020622699.000000,,915071042.000000,,,,,,322831851613.000000,1858332168458.000000,,,1858332168458.000000,,19168982262.000000,33945803609.000000,305469729451.000000,2540663606435.000000,2595684229134.000000,,,1515466917090.000000,,140595541432.000000,140595541432.000000,26604528081.000000,171423358531.000000,,,,1113681938499.000000,,1113681938499.000000,63161550547.000000,1515466917090.000000,269501150790.000000,,71781209465.000000,,62959756601.000000,134740966066.000000,,,,,117410430000.000000,7052865764.000000,10296888960.000000,269501150790.000000,1784968067880.000000,,366500075900.000000,310793835738.000000,-138948616615.000000,272370866231.000000,,810716161254.000000,2595684229134.000000,3665000759.000000
12M 2019,,,686697082.000000,1486234568.000000,1486234568.000000,,1486234568.000000,39220338115.000000,16187457642.000000,57580727407.000000,,915071042.000000,,,,,,308155553393.000000,1872161899200.000000,,,1872161899200.000000,,18114347754.000000,33945803608.000000,305413393201.000000,2538706068198.000000,2596286795605.000000,,,1589731750044.000000,,147917273595.000000,147917273595.000000,27996577816.000000,258169235007.000000,,,,1072606027934.000000,,1072606027934.000000,83042635692.000000,1589731750044.000000,265570523206.000000,,87058448373.000000,,43013522237.000000,130071970610.000000,,,,,117410430000.000000,7052865764.000000,11035256832.000000,265570523206.000000,1855302273250.000000,,366500075900.000000,310793835738.000000,-180276826579.000000,243967437296.000000,,740984522355.000000,2596286795605.000000,3665000759.000000
12M 2020,,,168159892.000000,252285048.000000,252285048.000000,,252285048.000000,1690104221.000000,5990825713.000000,8101374874.000000,,,4964113340.000000,,4964113340.000000,4964113340.000000,,59857075523.000000,334816542663.000000,,,334816542663.000000,,5753512472.000000,3004525364.000000,55165156294.000000,463560925656.000000,471662300530.000000,,,93329696503.000000,,37927577975.000000,37927577975.000000,9905807126.000000,14764662096.000000,,,,9179527934.000000,,9179527934.000000,21552121372.000000,93329696503.000000,293943870145.000000,,101943201133.000000,,40719239495.000000,142662440628.000000,,21381127177.000000,,21381127177.000000,117410430000.000000,7052865764.000000,5437006576.000000,293943870145.000000,387273566648.000000,,366500075900.000000,141164591528.000000,-314022726647.000000,-109253206898.000000,,84388733883.000000,471662300531.000000,3665000759.000000
