Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2010,0.00,1452220.39,0.00,1452220.39,55 B,5 B,61 B,24 B,62 B
12M 2011,0.00,103.82,0.00,102.51,52 B,4 B,55 B,5 B,44 B
12M 2012,3.50,171.30,3.53,170.09,584 B,6 B,590 B,548 B,167 B
12M 2013,1.35,210.84,1.36,209.74,290 B,139 B,429 B,417 B,311 B
12M 2014,0.79,217.45,0.79,216.78,336 B,79 B,415 B,372 B,315 B
12M 2015,0.72,204.19,0.72,203.86,502 B,52 B,553 B,540 B,246 B
12M 2016,0.60,164.23,0.60,164.13,335 B,218 B,,544 B,317 B
12M 2017,0.65,173.49,0.65,173.45,120 B,146 B,266 B,188 B,265 B
12M 2018,0.79,202.55,0.79,202.52,85 B,21 B,106 B,(5 B),125 B
12M 2019,0.61,194.47,0.61,194.46,565 B,53 B,619 B,583 B,"(1,149 B)"
12M 2020,0.87,134.86,0.87,134.86,775 B,45 B,820 B,796 B,(56 B)
12M 2021,1.07,221.63,1.07,221.63,155 B,50 B,205 B,138 B,(37 B)
12M 2022,1.38,254.65,1.39,253.07,126 B,278 B,404 B,(110 B),(90 B)
12M 2023,0.75,210.24,0.75,209.09,998 B,305 B,"1,304 B","1,190 B",(261 B)
12M 2024,0.99,171.60,1.00,170.67,"1,560 B",264 B,"1,824 B","1,725 B",(403 B)
