Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2006,4.80,603.84,4.80,603.84,,"5,387 B","5,387 B","4,800 B","(1,117 B)"
12M 2007,4.31,629.73,4.31,629.73,"3,323 B","6,340 B","9,664 B","8,858 B","(5,340 B)"
12M 2008,1.95,607.60,1.95,607.60,"1,278 B","17,480 B","18,758 B","17,588 B","(2,477 B)"
12M 2009,1.92,1241.62,1.92,1241.62,"2,642 B","11,053 B","13,694 B","12,946 B","(4,002 B)"
12M 2010,4.75,1376.95,4.75,1376.95,977 B,"9,345 B","10,322 B","9,955 B","(2,335 B)"
12M 2011,3.47,1607.37,3.47,1607.37,"3,820 B","7,012 B","10,832 B","9,834 B","(5,341 B)"
12M 2012,3.90,1802.67,4.00,1758.51,"4,307 B","9,272 B","13,579 B","12,787 B","(5,081 B)"
12M 2013,3.58,1792.74,3.77,1701.98,"3,125 B","14,749 B","17,874 B","16,556 B","(2,087 B)"
12M 2014,3.67,1635.79,30.18,198.73,"4,089 B","21,440 B","25,529 B","18,578 B","(2,089 B)"
12M 2015,2.73,1649.81,35.45,126.91,"4,290 B","18,157 B","22,447 B","19,135 B","(5,597 B)"
12M 2016,1.16,1984.40,2.93,787.76,"3,973 B","14,394 B","18,367 B","16,967 B","(7,670 B)"
12M 2017,1.46,2023.85,3.50,845.33,"4,207 B","15,191 B","19,398 B","16,942 B","(8,046 B)"
12M 2018,1.15,1716.24,3.59,551.54,"2,578 B","20,493 B","23,071 B","22,024 B","(8,675 B)"
12M 2019,1.76,1789.11,5.02,627.47,"7,459 B","19,470 B","26,929 B","25,326 B","(14,147 B)"
12M 2020,1.53,1787.53,4.34,629.51,"6,242 B","27,386 B","33,628 B","30,662 B","(11,286 B)"
12M 2021,1.69,1873.13,4.42,717.49,"6,276 B","29,372 B","35,649 B","32,984 B","(13,221 B)"
12M 2022,1.10,1953.25,2.21,970.34,"10,919 B","33,041 B","43,960 B","38,776 B","(15,942 B)"
12M 2023,1.00,2007.88,2.02,989.52,"6,877 B","39,041 B","45,918 B","44,952 B","(12,968 B)"
12M 2024,1.13,1985.03,2.43,926.25,"9,090 B","36,998 B","46,088 B","44,701 B","(12,581 B)"
