Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2022,8 B,(66 B),(58 B),-9.34
12M 2023,(130 B),(12 B),(142 B),-18.33
12M 2024,(16 B),(7 B),(24 B),-3.05
