Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Piutang Lain-Lain,Others,Total Aset Lancar,Aset Tidak Lancar,Investasi Pada Entitas Asosiasi,Goodwill,Aset Tetap,Aset Tak Berwujud,Piutang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Piutang Lain-Lain,Aset Pajak Tangguhan,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Beban Akrual,Utang Pajak,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Sewa Pembiayaan,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Utang Lain-Lain,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Sewa Pembiayaan,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Pihak Berelasi,Liabilitas Pajak Tangguhan,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2018,,,3260323427.000000,10460767951.000000,,,10460767951.000000,14975071126.000000,,,14975071126.000000,4281922020.000000,32978084524.000000,,,,45967447032.000000,95981667.000000,2222038118.000000,,,2222038118.000000,2287917113.000000,3364697060.000000,53938080990.000000,86916165514.000000,,,41925588125.000000,7638288292.000000,21170520925.000000,,,21170520925.000000,6225217770.000000,1311770225.000000,,207828000.000000,207828000.000000,2217161525.000000,,,2217161525.000000,3154801388.000000,41925588125.000000,7159910503.000000,,762036000.000000,762036000.000000,1750300028.000000,,4647574475.000000,7159910503.000000,49085498628.000000,,61022000000.000000,-5015316204.000000,-35938019168.000000,-788024328.000000,18550026586.000000,37830666886.000000,86916165514.000000,610220000.000000
12M 2019,,,1251657803.000000,26987705086.000000,,,26987705086.000000,30309905025.000000,,,30309905025.000000,14827631975.000000,73376899889.000000,,,,67255822588.000000,85729667.000000,2222038118.000000,,,2222038118.000000,3487914072.000000,2426865336.000000,75478369781.000000,148855269670.000000,,,53164615865.000000,11379933211.000000,31266046554.000000,,,31266046554.000000,717916392.000000,2140474174.000000,,207828000.000000,207828000.000000,5003932300.000000,,,5003932300.000000,2448485234.000000,53164615865.000000,5928789580.000000,,554208000.000000,554208000.000000,,,5374581580.000000,5928789580.000000,59093405445.000000,,81362670000.000000,23682061996.000000,-34301014444.000000,1534006458.000000,17484140215.000000,89761864225.000000,148855269670.000000,813626700.000000
12M 2020,,,2991735081.000000,9588374189.000000,,,9588374189.000000,42057651065.000000,,,42057651065.000000,6119442162.000000,60757202497.000000,,15504844200.000000,,32166580006.000000,,,,,,2366990760.000000,3298802051.000000,53337217017.000000,114094419514.000000,,,52688677814.000000,28083127360.000000,19409140527.000000,,,19409140527.000000,3447039139.000000,97764369.000000,,207828000.000000,207828000.000000,874762668.000000,,,874762668.000000,569015751.000000,52688677814.000000,5566416965.000000,,346370000.000000,346370000.000000,,,5220046965.000000,5566416965.000000,58255094779.000000,,81362670000.000000,23682061996.000000,-48828057532.000000,201556.000000,-377551285.000000,55839324735.000000,114094419514.000000,813626700.000000
12M 2021,,,5970388861.000000,5482281620.000000,,,5482281620.000000,10761381693.000000,,,10761381693.000000,2642264999.000000,24856317173.000000,,15300000000.000000,,28862216271.000000,4044720000.000000,13593888014.000000,,,13593888014.000000,4036935375.000000,9991192708.000000,75828952368.000000,100685269541.000000,,,47911877658.000000,28009241697.000000,16389387573.000000,,,16389387573.000000,1761043669.000000,238454471.000000,,346340000.000000,346340000.000000,654778387.000000,,,654778387.000000,512631861.000000,47911877658.000000,4026354761.000000,,,,,,4026354761.000000,4026354761.000000,51938232419.000000,,81362670000.000000,23682061996.000000,-56768187864.000000,145770.000000,470347220.000000,48747037122.000000,100685269541.000000,813626700.000000
12M 2022,,,8710973067.000000,16862497090.000000,16155770866.000000,706726224.000000,16862497090.000000,2444045782.000000,,2444045782.000000,2444045782.000000,12935274607.000000,40952790546.000000,,15300000000.000000,,26957808902.000000,4312912951.000000,25800934925.000000,4231457263.000000,21569477662.000000,25800934925.000000,4121137450.000000,14051433218.000000,90544227446.000000,131497017992.000000,,,49309690270.000000,28568721953.000000,11792513002.000000,,,11792513002.000000,2791173719.000000,967813510.000000,,138482000.000000,138482000.000000,,570625880.000000,253000000.000000,823625880.000000,4227360206.000000,49309690270.000000,5471693793.000000,,1536574287.000000,1536574287.000000,,,3935119506.000000,5471693793.000000,54781384063.000000,,108257498100.000000,35026952383.000000,-77417490809.000000,8130708487.000000,2717965768.000000,76715633929.000000,131497017992.000000,1082574979.000000
12M 2023,,,12287252204.000000,12896674717.000000,12389314607.000000,507360110.000000,12896674717.000000,13261897192.000000,3663188585.000000,9598708607.000000,13261897192.000000,9230158995.000000,47675983108.000000,,15300000000.000000,13150519608.000000,29670142347.000000,5153534261.000000,13829932732.000000,12606112693.000000,1223820039.000000,13829932732.000000,3979303651.000000,12975790376.000000,94059222975.000000,141735206083.000000,,,44646741994.000000,28728853211.000000,,7311554114.000000,264765045.000000,7576319159.000000,3755343422.000000,859995318.000000,,361859800.000000,361859800.000000,,134859536.000000,1008346095.000000,1143205631.000000,2221165453.000000,44646741994.000000,5681258220.000000,,426981000.000000,426981000.000000,,,5254277220.000000,5681258220.000000,50328000214.000000,,108257560200.000000,38143825939.000000,-69517293771.000000,11157872404.000000,3365241097.000000,91407205869.000000,141735206083.000000,1082575602.000000
12M 2024,,,17153513682.000000,9076334653.000000,8782543836.000000,293790817.000000,9076334653.000000,5335978595.000000,3054348631.000000,2281629964.000000,5335978595.000000,7642298460.000000,39208125390.000000,,15300000000.000000,,29796677921.000000,,13106112693.000000,12606112693.000000,500000000.000000,13106112693.000000,4261085693.000000,46872900814.000000,109336777121.000000,148544902511.000000,,,54970194389.000000,25473273367.000000,,9956337118.000000,174439468.000000,10130776586.000000,9737121634.000000,993903277.000000,,670453200.000000,670453200.000000,,413511000.000000,5493301106.000000,5906812106.000000,2057854219.000000,54970194389.000000,6944096673.000000,,853420600.000000,853420600.000000,,216250788.000000,5874425285.000000,6944096673.000000,61914291062.000000,,108257573800.000000,38143825939.000000,-84219376254.000000,22865909919.000000,1582678045.000000,86630611449.000000,148544902511.000000,1082575738.000000
