Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Pemasaran,Beban Umum Dan Administrasi,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Pendapatan Keuangan,Laba (Rugi) Selisih Kurs,Bagian Atas Hasil Bersih Entitas Asosiasi,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Laba Bersih Dari Operasi Yang Dilanjutkan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2018,111762743814.000000,-72989985111.000000,38772758703.000000,-33145380628.000000,-3073286414.000000,-30072094214.000000,-33145380628.000000,5627378075.000000,-470060510.000000,156876228.000000,-353485.000000,,-626583253.000000,-470060510.000000,5157317565.000000,340635441.000000,,5497953006.000000,379674538.000000,5877627544.000000,5497953006.000000,3886282078.000000,1611670928.000000,5497953006.000000,5877627544.000000,4154658754.000000,1722968790.000000,5877627544.000000
12M 2019,103155978367.000000,-61881897426.000000,41274080941.000000,-35799991985.000000,-3509250837.000000,-32290741148.000000,-35799991985.000000,5474088956.000000,-2580315708.000000,38381896.000000,-90775081.000000,,-2527922523.000000,-2580315708.000000,2893773248.000000,1032236659.000000,,3926009907.000000,69662845.000000,3995672752.000000,3926009907.000000,1637004724.000000,2289005183.000000,3926009907.000000,3995672752.000000,1673641966.000000,2322030786.000000,3995672752.000000
12M 2020,61431175244.0,-37447597131.0,23983578113.0,-32024663642.0,-373196147.0,-31651467495.0,-32024663642.0,-8041085529.0,-2982098867.0,28809714.0,36825070.0,-155800.0,-3047577851.0,-2982098867.0,-11023184396.0,1087146621.0,-4385544093.0,-14321581868.0,1008454266.0,-13313127602.0,-14321581868.0,-14321277773.0,-304095.0,-14321581868.0,-13313127602.0,-13312823507.0,-304095.0,-13313127602.0
12M 2021,68051487879.000000,-45040301029.000000,23011186850.000000,-30511226758.000000,-1428983031.000000,-29082243727.000000,-30511226758.000000,-7500039908.000000,-2349241686.000000,25672338.000000,-27267104.000000,-204844200.000000,-2142802720.000000,-2349241686.000000,-9849281594.000000,1909095476.000000,,-7940186118.000000,847898505.000000,-7092287613.000000,-7940186118.000000,-7940130332.000000,-55786.000000,-7940186118.000000,-7092287613.000000,-7092231827.000000,-55786.000000,-7092287613.000000
12M 2022,127228126640.000000,-89815109194.000000,37413017446.000000,-47234850547.000000,-676130038.000000,-46558720509.000000,-47234850547.000000,-9821833101.000000,-140958606.000000,15240111.000000,1474199.000000,,-157672916.000000,-140958606.000000,-9962791707.000000,-62033204.000000,,-10024824911.000000,149607169.000000,-9875217742.000000,-10024824911.000000,-8278345273.000000,-1746479638.000000,-10024824911.000000,-9875217742.000000,-8142226025.000000,-1732991717.000000,-9875217742.000000
12M 2023,131011518533.000000,-91131817933.000000,39879700600.000000,-36044714455.000000,-483247798.000000,-35561466657.000000,-36044714455.000000,3834986145.000000,-2251779255.000000,10414408.000000,-4042275.000000,,-2258151388.000000,-2251779255.000000,1583206890.000000,-418630776.000000,,1164576114.000000,-353839582.000000,810736532.000000,1164576114.000000,-1068395149.000000,2232971263.000000,1164576114.000000,810736532.000000,-1434551484.000000,2245288016.000000,810736532.000000
12M 2024,143769288120.000000,-100305121879.000000,43464166241.000000,-49620859775.000000,-1373793564.000000,-48247066211.000000,-49620859775.000000,-6156693534.000000,901396019.000000,113304571.000000,-16220893.000000,,804312341.000000,901396019.000000,-5255297515.000000,-118093535.000000,,-5373391050.000000,-1782563052.000000,-7155954102.000000,-5373391051.000000,-7413219889.000000,2039828838.000000,-5373391051.000000,-7155954103.000000,-9143288990.000000,1987334887.000000,-7155954103.000000
