Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2018,0.79,0.79,0.22,2.25,0.0,0.0,0.14,0.1,1.27
12M 2019,1.38,1.38,0.14,1.69,0.0,0.0,0.12,0.08,0.67
12M 2020,1.15,1.15,0.51,2.04,0.0,0.0,0.46,0.25,1.04
12M 2021,0.52,0.52,0.58,2.07,0.0,0.0,0.46,0.28,1.07
12M 2022,0.83,0.83,0.44,1.92,0.0,0.0,0.31,0.23,0.8
12M 2023,1.07,1.07,0.37,1.77,0.0,0.0,0.21,0.21,0.63
12M 2024,0.71,0.71,0.42,2.33,0.0,0.0,0.15,0.18,0.97
