Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Berelasi,Pihak Ketiga,Total Piutang Usaha,Piutang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Tetap,Goodwill,Investasi Jangka Panjang,Aset Pajak Tangguhan,Aset Tak Berwujud,Tanah Untuk Dikembangkan,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Usaha,Pihak Berelasi,Pihak Ketiga,Total Utang Usaha,Utang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Utang Lain-Lain,Utang Pajak,Beban Akrual,Utang Pembelian Aset Tetap,Utang Bank Jangka Panjang,Utang Bank Jangka Pendek,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Utang Bank Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Liabilitas Pajak Tangguhan,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Others,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2017,,,97693479963.000000,251834091681.000000,173980969370.000000,77853122311.000000,251834091681.000000,14227688108.000000,8677396685.000000,5550291423.000000,14227688108.000000,298649861252.000000,43863003307.000000,706268124311.000000,,68894362121.000000,,6000000000.000000,3197719369.000000,185201040.000000,,91848277989.000000,170125560519.000000,876393684830.000000,,,456599844377.000000,,135562818960.000000,151539891027.000000,287102709987.000000,,2030508233.000000,14634531768.000000,16665040001.000000,28607884004.000000,110988296730.000000,,,,13235913655.000000,456599844377.000000,10434528000.000000,,,,10434528000.000000,10434528000.000000,467034372377.000000,,222198000000.000000,413926136.000000,186883213389.000000,,186883213389.000000,23418721.000000,-159245793.000000,409359312453.000000,876393684830.000000,222198000.000000
12M 2018,,,510723000000.000000,524580000000.000000,445534000000.000000,79046000000.000000,524580000000.000000,32450000000.000000,28700000000.000000,3750000000.000000,32450000000.000000,295759000000.000000,31585000000.000000,1395097000000.000000,,118099000000.000000,,,2163000000.000000,344867000000.000000,,91993000000.000000,557122000000.000000,1952219000000.000000,,,663730000000.000000,,81996000000.000000,28378000000.000000,110374000000.000000,,15000000.000000,3820000000.000000,3835000000.000000,34800000000.000000,61465000000.000000,1715000000.000000,,450000000000.000000,1541000000.000000,663730000000.000000,17416000000.000000,,1432000000.000000,1595000000.000000,14389000000.000000,17416000000.000000,681146000000.000000,,520200000000.000000,488245000000.000000,255695000000.000000,,255695000000.000000,6027000000.000000,906000000.000000,1271073000000.000000,1952219000000.000000,5202000000.000000
12M 2019,,,194457000000.000000,662758000000.000000,493085000000.000000,169673000000.000000,662758000000.000000,5246000000.000000,,5246000000.000000,5246000000.000000,445286000000.000000,46906000000.000000,1354653000000.000000,,137038000000.000000,,,2301000000.000000,327731000000.000000,,278012000000.000000,745082000000.000000,2099735000000.000000,,,463941000000.000000,,112812000000.000000,61250000000.000000,174062000000.000000,,,2275000000.000000,2275000000.000000,39988000000.000000,74275000000.000000,1943000000.000000,169195000000.000000,,2203000000.000000,463941000000.000000,261235000000.000000,235731000000.000000,1611000000.000000,2843000000.000000,21050000000.000000,261235000000.000000,725176000000.000000,,520200000000.000000,488245000000.000000,357865000000.000000,,357865000000.000000,8218000000.000000,31000000.000000,1374559000000.000000,2099735000000.000000,5202000000.000000
12M 2020,,,396493000000.000000,680300000000.000000,592688000000.000000,87612000000.000000,680300000000.000000,2429000000.000000,,2429000000.000000,2429000000.000000,497206000000.000000,65850000000.000000,1642278000000.000000,,164261000000.000000,,,4029000000.000000,307669000000.000000,,188360000000.000000,664319000000.000000,2306597000000.000000,,,500697000000.000000,,83658000000.000000,29120000000.000000,112778000000.000000,,,2870000000.000000,2870000000.000000,29252000000.000000,40451000000.000000,1231000000.000000,121232000000.000000,190000000000.000000,2883000000.000000,500697000000.000000,258322000000.000000,230446000000.000000,503000000.000000,5500000000.000000,21873000000.000000,258322000000.000000,759019000000.000000,,520200000000.000000,499234000000.000000,524902000000.000000,,524902000000.000000,10062000000.000000,-6820000000.000000,1547578000000.000000,2306597000000.000000,5202000000.000000
12M 2021,,,650411000000.000000,667416000000.000000,577727000000.000000,89689000000.000000,667416000000.000000,3221000000.000000,,3221000000.000000,3221000000.000000,514472000000.000000,3472593000000.000000,5308113000000.000000,,121272000000.000000,,,4235000000.000000,307383000000.000000,780364000000.000000,187477000000.000000,1400731000000.000000,6708844000000.000000,,,3706850000000.000000,,47176000000.000000,19109000000.000000,66285000000.000000,,,1224000000.000000,1224000000.000000,21128000000.000000,41912000000.000000,538000000.000000,188261000000.000000,,3387502000000.000000,3706850000000.000000,312658000000.000000,288858000000.000000,200000000.000000,7637000000.000000,15963000000.000000,312658000000.000000,4019508000000.000000,,572220000000.000000,612212000000.000000,802090000000.000000,,802090000000.000000,10842000000.000000,691972000000.000000,2689336000000.000000,6708844000000.000000,11444400000.000000
12M 2022,,,590886000000.000000,920325000000.000000,689995000000.000000,230330000000.000000,920325000000.000000,9591000000.000000,,9591000000.000000,9591000000.000000,979773000000.000000,173704000000.000000,2674279000000.000000,,458018000000.000000,148327000000.000000,,69050000000.000000,2021165000000.000000,825154000000.000000,341091000000.000000,3862805000000.000000,6537084000000.000000,,,4051723000000.000000,,231790000000.000000,67169000000.000000,298959000000.000000,,,17977000000.000000,17977000000.000000,80827000000.000000,150370000000.000000,,57573000000.000000,49500000000.000000,3396517000000.000000,4051723000000.000000,374777000000.000000,231341000000.000000,3442000000.000000,96592000000.000000,43402000000.000000,374777000000.000000,4426500000000.000000,,572220000000.000000,612577000000.000000,1240353000000.000000,1240353000000.000000,1240353000000.000000,11138000000.000000,-325704000000.000000,2110584000000.000000,6537084000000.000000,11444400000.000000
12M 2023,,,616336000000.000000,865857000000.000000,663961000000.000000,201896000000.000000,865857000000.000000,8919000000.000000,,8919000000.000000,8919000000.000000,918486000000.000000,163135000000.000000,2572733000000.000000,,443569000000.000000,148327000000.000000,,72213000000.000000,2290123000000.000000,825154000000.000000,387359000000.000000,4166745000000.000000,6739478000000.000000,,,611556000000.000000,,225407000000.000000,69072000000.000000,294479000000.000000,,,18825000000.000000,18825000000.000000,41997000000.000000,167220000000.000000,,27536000000.000000,49500000000.000000,11999000000.000000,611556000000.000000,371099000000.000000,203122000000.000000,1491000000.000000,120121000000.000000,46365000000.000000,371099000000.000000,982655000000.000000,,606762000000.000000,2994709000000.000000,1504345000000.000000,1504345000000.000000,1504345000000.000000,11968000000.000000,639039000000.000000,5756823000000.000000,6739478000000.000000,12135235641.000000
12M 2024,,,568246000000.000000,1110415000000.000000,835123000000.000000,275292000000.000000,1110415000000.000000,9159000000.000000,,9159000000.000000,9159000000.000000,827330000000.000000,260997000000.000000,2776147000000.000000,,453912000000.000000,148327000000.000000,,25729000000.000000,2436307000000.000000,825154000000.000000,946559000000.000000,4835988000000.000000,7612135000000.000000,,,561533000000.000000,,226377000000.000000,73897000000.000000,300274000000.000000,,,19958000000.000000,19958000000.000000,34668000000.000000,164776000000.000000,,32297000000.000000,,9560000000.000000,561533000000.000000,381416000000.000000,170825000000.000000,1458000000.000000,162631000000.000000,46502000000.000000,381416000000.000000,942949000000.000000,,606762000000.000000,2994709000000.000000,1902878000000.000000,1902878000000.000000,1902878000000.000000,119490000000.000000,1045347000000.000000,6669186000000.000000,7612135000000.000000,12135235641.000000
