Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2017,52 B,,(2 B),-7.78
12M 2018,(254 B),(30 B),(254 B),-54.55
12M 2019,76 B,,28 B,5.36
12M 2020,143 B,,118 B,22.71
12M 2021,207 B,(73 B),134 B,11.71
12M 2022,740 B,,249 B,21.73
12M 2023,589 B,(464 B),125 B,10.29
12M 2024,564 B,(127 B),121 B,9.98
