Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2017,0.00,1842.21,0.00,1841.38,,,,(98 B),250 B
12M 2018,1.28,243.18,1.76,176.89,452 B,1 B,453 B,(58 B),731 B
12M 2019,1.52,262.66,2.00,199.66,171 B,237 B,408 B,214 B,891 B
12M 2020,0.61,295.56,0.76,236.42,312 B,231 B,543 B,147 B,"1,142 B"
12M 2021,10.60,234.04,11.97,207.19,189 B,289 B,478 B,(173 B),"1,601 B"
12M 2022,26.27,183.45,-787.58,-6.12,107 B,235 B,342 B,(249 B),"(1,377 B)"
12M 2023,6.34,473.40,11.01,272.46,77 B,205 B,282 B,(335 B),"1,961 B"
12M 2024,1.56,539.73,2.57,326.74,32 B,172 B,205 B,(364 B),"2,215 B"
