Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Piutang Lain-Lain,Piutang Pihak Berelasi,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Properti Pertambangan,Investasi Pada Entitas Asosiasi,Piutang Pihak Berelasi,Piutang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Piutang Lain-Lain,Aset Tetap,Goodwill,Aset Pajak Tangguhan,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Utang Lain-Lain,Utang Pihak Berelasi,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Pembiayaan,Utang Bank,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Beban Akrual,Utang Pajak,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank,Utang Pembiayaan,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Pihak Berelasi,Utang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Utang Lain-Lain,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2016,,,13494252011.000000,,,,,,,,,,94553628531.000000,1144398783.000000,109192279325.000000,,169733103767.000000,1541323385.000000,622830000.000000,,,,,193834463606.000000,,6335131717.000000,75585133741.000000,447651986216.000000,556844265541.000000,,,184348944913.000000,93329855308.000000,,7568675853.000000,75000000.000000,7643675853.000000,,,38549915358.000000,38549915358.000000,3929483330.000000,,1420101391.000000,22171466456.000000,,23591567847.000000,3077772290.000000,1083232338.000000,13143442589.000000,184348944913.000000,225529688421.000000,,19745731957.000000,1048976374.000000,,20794708331.000000,153219264357.000000,,,35074409683.000000,35074409683.000000,16441306050.000000,225529688421.000000,409878633334.000000,,250000000000.000000,,-103034367793.000000,,,146965632207.000000,556844265541.000000,2500000.000000
12M 2017,,,66370956710.000000,3004827449.000000,3004827449.000000,,3004827449.000000,299381332.000000,298506560.000000,874772.000000,299381332.000000,,75597323824.000000,76963791535.000000,222236280850.000000,,141358350557.000000,20154314639.000000,,68543381284.000000,,68543381284.000000,68543381284.000000,243161016894.000000,,5318353339.000000,11402270533.000000,489937687246.000000,712173968096.000000,,,201916771013.000000,94107835644.000000,,12016136314.000000,2905181015.000000,14921317329.000000,,,28836971064.000000,28836971064.000000,2054830830.000000,,1920323356.000000,12595728421.000000,,14516051777.000000,2737886213.000000,12749081761.000000,31992796395.000000,201916771013.000000,31446135807.000000,,7314600289.000000,1198518642.000000,,8513118931.000000,,,,,,22933016876.000000,31446135807.000000,233362906820.000000,,505000000000.000000,32199999339.000000,-58388938063.000000,,,478811061276.000000,712173968096.000000,5050000000.000000
12M 2018,,,68577231871.000000,1544816400.000000,1544816400.000000,,1544816400.000000,2502951844.000000,195000000.000000,2307951844.000000,2502951844.000000,,113628140888.000000,243778575539.000000,430031716542.000000,,315590148574.000000,24295049748.000000,127592666227.000000,96405495019.000000,,96405495019.000000,96405495019.000000,295509369625.000000,,4725266631.000000,23196899404.000000,887314895228.000000,1317346611770.000000,,,366342449195.000000,90448326000.000000,,47568156346.000000,175000000.000000,47743156346.000000,12201499098.000000,,,12201499098.000000,,,4235403944.000000,24000000000.000000,,28235403944.000000,3010576104.000000,16573221352.000000,168130266351.000000,366342449195.000000,362866085877.000000,,90000000000.000000,4305740294.000000,,94305740294.000000,,161578500000.000000,,,161578500000.000000,106981845583.000000,362866085877.000000,729208535072.000000,,505000000000.000000,32199999339.000000,50938077359.000000,,,588138076698.000000,1317346611770.000000,5050000000.000000
12M 2019,,,65310109497.000000,14755500448.000000,14755500448.000000,,14755500448.000000,65681738131.000000,,,65681738131.000000,205132717631.000000,63882167749.000000,9666571646.000000,424428805102.000000,,537429531588.000000,,,98500000.000000,,,98500000.000000,377657346631.000000,12013624227.000000,15542056718.000000,62131306959.000000,1004872366123.000000,1429301171225.000000,,,285523262923.000000,157720746000.000000,,10159973651.000000,4376575038.000000,14536548689.000000,52014152.000000,,,52014152.000000,,,6049976731.000000,24000000000.000000,,30049976731.000000,2705475388.000000,30627984151.000000,49830517812.000000,285523262923.000000,362819920628.000000,,66000000000.000000,3631922213.000000,,69631922213.000000,38899300000.000000,,,168370825806.000000,168370825806.000000,85917872609.000000,362819920628.000000,648343183551.000000,,505000000000.000000,32199999339.000000,219798316841.000000,23959671494.000000,,780957987674.000000,1429301171225.000000,25250000000.000000
12M 2020,,,74705135623.000000,,,,,8615363009.000000,,,8615363009.000000,192231552859.000000,74320535607.000000,12871653551.000000,362744240649.000000,,587553800201.000000,,,98500000.000000,,,98500000.000000,327631148610.000000,12013624227.000000,14588570139.000000,85818875669.000000,1027704518846.000000,1390448759495.000000,,,309088351977.000000,109976685000.000000,,57567338023.000000,4310282538.000000,61877620561.000000,14125694631.000000,,,14125694631.000000,,,7255131192.000000,24000000000.000000,,31255131192.000000,1110170853.000000,1903787112.000000,88839262628.000000,309088351977.000000,271598006472.000000,,42000000000.000000,9396935002.000000,,51396935002.000000,3418800000.000000,,,150826797129.000000,150826797129.000000,65955474341.000000,271598006472.000000,580686358449.000000,,505000000000.000000,32199999339.000000,250537375542.000000,22025026165.000000,,809762401046.000000,1390448759495.000000,25250000000.000000
12M 2021,,,177187926627.000000,34162441899.000000,34162441899.000000,,34162441899.000000,39792701120.000000,,,39792701120.000000,270609157494.000000,168667074470.000000,23578307573.000000,713997609183.000000,,835018286036.000000,,,,,,,359336251351.000000,12013624227.000000,17062757721.000000,120964866898.000000,1344395786233.000000,2058393395416.000000,,,254088502847.000000,,,55063923760.000000,9648452795.000000,64712376555.000000,43541402.000000,,,43541402.000000,,,8684358698.000000,146406459956.000000,10360500243.000000,165451318897.000000,3743500934.000000,2123986973.000000,18013778086.000000,254088502847.000000,917034117517.000000,,840535166945.000000,8284108642.000000,6334546104.000000,855153821691.000000,3418800000.000000,,,,,58461495826.000000,917034117517.000000,1171122620364.000000,,505000000000.000000,32199999339.000000,330763589730.000000,19307185983.000000,,887270775052.000000,2058393395416.000000,25250000000.000000
12M 2022,,,53464902205.000000,40416070144.000000,40416070144.000000,,40416070144.000000,132830218.000000,,,132830218.000000,388297464994.000000,161856892027.000000,33608279040.000000,677776438628.000000,,1071673158450.000000,,204503000000.000000,,,,,343864776561.000000,12013624227.000000,31081712866.000000,135041327169.000000,1798177599273.000000,2475954037901.000000,,,708012768442.000000,228230321443.000000,,75742207283.000000,4607199174.000000,80349406457.000000,252525000.000000,,,252525000.000000,,,7024508421.000000,307945529562.000000,5756416329.000000,320726454312.000000,8414731862.000000,1142167582.000000,68897161786.000000,708012768442.000000,994819621627.000000,,954338812232.000000,1259531383.000000,578132237.000000,956176475852.000000,3418800000.000000,,,,,35224345775.000000,994819621627.000000,1702832390069.000000,,505000000000.000000,32199999339.000000,228333820002.000000,7587828491.000000,,773121647832.000000,2475954037901.000000,25250000000.000000
12M 2023,,,46448693747.000000,794507669.000000,,794507669.000000,794507669.000000,396070307.000000,145922452.000000,250147855.000000,396070307.000000,271738203180.000000,185737924490.000000,71137022336.000000,576252421729.000000,,1190113219209.000000,,346860000000.000000,,,,,312876920341.000000,12013624227.000000,28211227488.000000,136889216708.000000,2026964207973.000000,2603216629702.000000,,,439600408651.000000,42381065000.000000,,71819051267.000000,2962171217.000000,74781222484.000000,30437940.000000,,,30437940.000000,,,1259531383.000000,125450489259.000000,1239862442.000000,127949883084.000000,17441611121.000000,3629701805.000000,173386487217.000000,439600408651.000000,1419149202514.000000,,1375450489259.000000,,601866548.000000,1376052355807.000000,3418800000.000000,,,,,39678046707.000000,1419149202514.000000,1858749611165.000000,,505000000000.000000,32199999339.000000,205637747919.000000,1629271279.000000,,744467018537.000000,2603216629702.000000,25250000000.000000
12M 2024,,,5209673464.000000,,,,,7561286.000000,7561286.000000,,7561286.000000,,162560213509.000000,13704368303.000000,181481816562.000000,,1183815068697.000000,,366628336544.000000,,,,,277834846891.000000,12013624227.000000,28028200857.000000,369821903006.000000,2238141980222.000000,2419623796784.000000,,,1760076142563.000000,,,73049326751.000000,2949671217.000000,75998997968.000000,3478000.000000,,,3478000.000000,,,,1500900978518.000000,601866548.000000,1501502845066.000000,98666860959.000000,88992347.000000,83814968223.000000,1760076142563.000000,44843777300.000000,,,,,,3418800000.000000,,,,,41424977300.000000,44843777300.000000,1804919919863.000000,,505000000000.000000,32199999339.000000,84724081528.000000,-7220203946.000000,,614703876921.000000,2419623796784.000000,25250000000.000000
