Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2016,86 B,(124 B),(39 B),-15466.45
12M 2017,33 B,(80 B),(47 B),-9.34
12M 2018,91 B,(194 B),(103 B),-20.40
12M 2019,282 B,(235 B),48 B,1.89
12M 2020,209 B,(75 B),134 B,5.31
12M 2021,(103 B),(320 B),(423 B),-16.75
12M 2022,154 B,(263 B),(110 B),-4.35
12M 2023,113 B,(134 B),(21 B),-0.84
12M 2024,24 B,(0 B),23 B,0.93
