Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2011,0.00,1451338.46,0.00,1451338.46,224 B,75 B,299 B,292 B,(49 B)
12M 2012,0.00,4491123.08,0.00,4491123.08,304 B,69 B,373 B,364 B,(86 B)
12M 2013,0.00,7085461.54,0.00,7085461.54,308 B,54 B,362 B,299 B,(143 B)
12M 2014,0.00,5509183.33,0.00,5509183.33,588 B,70 B,659 B,614 B,(202 B)
12M 2015,3.09,1242.73,3.09,1242.73,706 B,88 B,794 B,128 B,799 B
12M 2016,2.24,1350.31,2.24,1350.31,732 B,48 B,780 B,403 B,655 B
12M 2017,1.50,1412.58,1.50,1412.58,546 B,20 B,566 B,216 B,710 B
12M 2018,1.85,1511.34,1.85,1511.34,588 B,4 B,592 B,352 B,660 B
12M 2019,1.87,1831.54,1.87,1831.54,955 B,146 B,"1,101 B",833 B,602 B
12M 2020,1.55,1755.24,1.55,1755.24,"1,487 B",374 B,"1,861 B","1,677 B",416 B
12M 2021,1.11,1821.54,1.16,1749.57,949 B,963 B,"1,912 B","1,708 B",807 B
12M 2022,1.50,1025.87,1.60,957.36,"1,227 B","1,086 B","2,313 B","2,118 B",(247 B)
12M 2023,1.17,1081.48,1.25,1015.93,"1,102 B",773 B,"1,875 B","1,709 B",(367 B)
12M 2024,1.04,1152.25,1.10,1093.06,"1,321 B",462 B,"1,783 B","1,662 B",(617 B)
